outcome,pred_fog,G1,G2,G3,G4,G5
correct-reject,2.3035433e-10,-0.009685202607513495,-0.009675021749998623,-0.009677985281625851,-0.009683085927866063,-0.009672212831134876
correct-reject,8.940175e-12,-0.009678956548294655,-0.009678893770489841,-0.009679026398943703,-0.009678297769574448,-0.009678334131896265
correct-reject,3.309839e-11,-0.009700938349035217,-0.009704593307678535,-0.00970064908715569,-0.009642078672180624,-0.009645249178988857
correct-reject,5.554883e-07,-0.009696687508191972,-0.009679807849574867,-0.0096814303073155,-0.009666985652575668,-0.009668042310480915
correct-reject,7.857804e-05,-0.009712191545240612,-0.00968486353596225,-0.009710484335370652,-0.009693599588075705,-0.00951376962348969
correct-reject,7.0447345e-06,-0.00967681948262256,-0.009676198066253552,-0.009680566933588501,-0.009675625873131468,-0.009677258272542826
correct-reject,2.8524088e-05,-0.011077798067121145,-0.011077237820854785,-0.011076210105143864,-0.007567097481178107,-0.00756666515384101
correct-reject,1.4056523e-05,-0.009675895556518021,-0.009676208283391472,-0.009675057895222359,-0.009676131008099435,-0.00967611588490762
correct-reject,0.00042333835,-0.009614559277134959,-0.009629733677522382,-0.009598536311225982,-0.009590056015269278,-0.009537285346986306
correct-reject,5.678453e-05,-0.009775255967080631,-0.009632008726060546,-0.009585814343209216,-0.009717896749638905,-0.009625732842149622
correct-reject,4.9804643e-05,-0.009716860192312403,-0.00971325063173913,-0.009667193625346866,-0.009636718692445694,-0.009609685486294815
correct-reject,0.00018291743,-0.009672803365279448,-0.009547932299361036,-0.009693187817758199,-0.009712362031907704,-0.009584306113832534
correct-reject,0.00088647695,-0.010263261838829632,-0.010169929353574051,-0.0093146162133678,-0.009335665980362803,-0.008423558242004626
correct-reject,0.0004213491,-0.010624665221680072,-0.008851175197387406,-0.008900504996763823,-0.01046891374964049,-0.009126900462667118
correct-reject,0.00017565142,-0.007711688894402841,-0.007818968385611514,-0.007802664858399421,-0.017218357218203407,-0.007666178271521729
correct-reject,0.00021512984,-0.009343421983963714,-0.009335419475275128,-0.0053345015863024954,-0.014948039951686958,-0.009216995630910612
correct-reject,0.0006684971,-0.009967095194037687,-0.009961503098884644,-0.009851927209852996,-0.009018182176194451,-0.008926303949169144
correct-reject,1.30944745e-05,-0.009557383325908083,-0.009797220483602391,-0.009523726106527491,-0.00962783584818834,-0.00987424286391261
correct-reject,3.746049e-05,-0.009643170181018533,-0.009700159272543743,-0.009659273870825266,-0.009656296565599562,-0.009697108738151815
correct-reject,6.897644e-05,-0.009346513937629766,-0.009740499310430426,-0.009776822264016403,-0.00972498473706201,-0.009735688379000315
correct-reject,0.006045548,-0.005688857874718282,-0.009150003176919283,-0.009194716697187365,-0.009132555294676197,-0.00918182758463778
correct-reject,0.0011089309,-0.008621301901397566,-0.008135765890498484,-0.010114815212668318,-0.010160918363540647,-0.0102517762600339
correct-reject,8.014378e-05,-0.009487682637172883,-0.009764476844858727,-0.009627247182687225,-0.009803264045035719,-0.00963073791838436
correct-reject,0.000114178336,-0.009413435721673897,-0.01006697830090257,-0.008565512774109692,-0.010114358244631357,-0.0101190455868214
correct-reject,0.0012057688,-0.009126095375269485,-0.009398890390241795,-0.009919970736827913,-0.00946974652974691,-0.009273036596052817
correct-reject,0.00026284758,-0.0024161599764380925,-0.002454872073293653,-0.0023605264142978737,-0.03861267654288991,-0.002286425621219382
correct-reject,0.00032492925,-0.060487084332694535,0.00308187103247747,0.002936411134220233,0.003030604217117401,0.0033696183207405123
correct-reject,0.026771018,-0.020731106348171283,-0.026498351580433947,-0.01053751611193145,-0.019991745950724952,0.05613622936312273
correct-reject,0.5663989,0.11831176303063057,0.12154784411144723,0.11863685054246391,-0.019494010335594433,0.1790029440229139
correct-reject,0.010542274,-0.004946245384468185,-0.002383864212950515,-0.007468596803567347,-0.012950150690434684,-0.010102377536718183
correct-reject,0.0012949104,-0.009278478480764256,-0.009445749070814982,-0.009530493747051132,-0.009446359261883398,-0.009397518067625147
correct-reject,4.7567487e-06,-0.009678286806745429,-0.00968444346781816,-0.009690965220755614,-0.00966773935662736,-0.009667313776192359
correct-reject,3.9647414e-09,-0.009700985628495024,-0.00969702648741578,-0.009668765124205838,-0.009665207697760284,-0.009661519730261988
correct-reject,6.304775e-10,-0.009558303639939108,-0.009708884997476467,-0.00970862512273981,-0.009708780699772743,-0.009708913538210788
correct-reject,3.957136e-07,-0.009678055707351947,-0.009680586287670701,-0.00968011644219839,-0.009680152035792962,-0.009674202155124918
correct-reject,3.7033308e-07,-0.009681101412163365,-0.009675914417729192,-0.009680487740217436,-0.009679350274684806,-0.00967628478334411
correct-reject,1.4451413e-05,-0.009702138277135586,-0.009691048547590682,-0.00970704425494138,-0.009650405794559275,-0.009628371753911989
correct-reject,1.5974227e-07,-0.009676479964822342,-0.009674288045349025,-0.009676961569080964,-0.009689060613756283,-0.009676558435130293
correct-reject,1.036205e-06,-0.009677591559042985,-0.00967857734818822,-0.009674864004820089,-0.009689499301593801,-0.009671936414493822
correct-reject,2.566921e-06,-0.00968241186200751,-0.009668694166447675,-0.009685534635558489,-0.009686986497891808,-0.009667311466233439
correct-reject,2.1961282e-06,-0.009988711434145621,-0.009373334965852614,-0.009842426979927814,-0.009955044466313363,-0.009231790781899505
correct-reject,3.623715e-05,-0.00950483014528123,-0.009521273191489576,-0.009525916172269635,-0.009891338429650993,-0.00991395068944747
correct-reject,8.260827e-06,0.052313186636320744,-0.025401863017324243,-0.025098844378552452,-0.025096665992591333,-0.025101061875991617
correct-reject,4.586338e-05,-0.009610326911608512,-0.009605169812020522,-0.00961683180566817,-0.00985570232752303,-0.009659577771318682
correct-reject,0.0066440045,-0.007144743632579781,-0.008685955003420617,-0.007343695263883114,-0.01065674106361728,-0.007918368664638116
correct-reject,0.0049558543,-0.007537745637608713,-0.009598957081206724,-0.007606040078557803,-0.009324829894922379,-0.0093700819358433
correct-reject,0.001611467,-0.009126628401883063,-0.009404746104873987,-0.009516931239590652,-0.009432324637278985,-0.009301411244512227
correct-reject,0.00044998474,-0.008990494166447417,-0.009555927067861918,-0.009122771399186913,-0.009944565027229416,-0.01032976596741325
correct-reject,0.0024757464,-0.009110875881700543,-0.009398631467346787,-0.008965428123626792,-0.008938366133980916,-0.009504461021483876
correct-reject,0.00052415126,-0.008998557876506316,-0.009097994979685147,-0.010102714046214316,-0.009797948280547985,-0.009872142445185146
correct-reject,0.0046250727,-0.0061844904704564515,-0.010245883743476951,-0.009165824515245285,-0.009371687500109614,-0.008800549398850615
correct-reject,0.0003193899,-0.0064558903817039165,-0.010046745853521253,-0.010693370431827082,-0.01017532464381125,-0.01070278731727542
miss,0.005863926,0.012092234496397887,-0.032239666642133784,0.0057675933834995495,0.01003314942561622,-0.038182893291518784
correct-reject,0.016446957,-0.0017056751887020594,-0.0070091470958161435,-0.007862658785389368,-0.007572303523238645,-0.007796767034992699
correct-reject,0.032924477,-0.0050764813587029995,0.003811803145710043,-0.002009824138136331,-0.0020713674840399585,-0.010123161792969666
miss,0.03380697,-0.01756771769489237,0.004515834590836385,-0.0004114615261002824,-0.0015304689953802818,0.00040727499739763064
correct-reject,0.22239594,0.03349903534102898,0.03205647491667182,0.034831077370190845,0.039070701232677446,0.034545142511291996
correct-reject,9.4483276e-08,-0.009683843434193267,-0.009669711069044074,-0.00968492508182953,-0.009672183971602554,-0.009682750571469492
correct-reject,2.0566991e-10,-0.009678150827014332,-0.009680191539737924,-0.00968007134195414,-0.00967987535642257,-0.009675219357009953
correct-reject,2.6710474e-09,-0.00970645608491003,-0.009704980535154988,-0.009662052791899684,-0.00965953275631535,-0.009660483789858862
correct-reject,4.947e-08,-0.009399506292637982,-0.009875245644253204,-0.009847623699288861,-0.009842769029730134,-0.009428314462228731
correct-reject,1.0638385e-06,-0.009676943626426033,-0.00967637770309816,-0.009680278707471911,-0.009677099955654373,-0.009681748635488433
correct-reject,3.2823004e-06,-0.010016082645351808,-0.01002994135460911,-0.01015542381203338,-0.010045078862816557,-0.008143701953328055
correct-reject,4.0864645e-08,-0.009668380332483522,-0.00969611760877111,-0.009673550103916356,-0.00966616280078824,-0.009689256882179685
correct-reject,5.836457e-05,-0.009844467828389722,-0.009833556972524173,-0.009871323183135137,-0.009399364236742836,-0.009386396407347052
correct-reject,0.00018512688,-0.0096174849041928,-0.009684847425189698,-0.00960312251077734,-0.00964324174454472,-0.009659685043434358
correct-reject,0.0001319013,-0.009626906086248234,-0.00976033694956297,-0.009192839563894885,-0.009738747080042924,-0.009942777948389901
correct-reject,2.1566319e-05,-0.00884127920174568,-0.010004636623917044,-0.009877734449684296,-0.009932621612279547,-0.009715636740512353
correct-reject,0.07730472,0.029710446452774552,0.03083413847955372,-0.012062863222107954,0.03613812445336621,-0.05570863479172547
correct-reject,0.0020655675,-0.00927864750861495,-0.00933510465365245,-0.009205069082506614,-0.009278959763555781,-0.009230159619809114
correct-reject,0.0007708527,-0.009576675462481568,-0.009567406896270942,-0.009716676489402817,-0.009257993992177015,-0.009503902787806573
correct-reject,0.041564196,-0.0013078257504953172,-0.0014393082085000404,-0.0013401612739728196,-0.001355233077101255,-0.0013867843180694808
correct-reject,0.064465515,0.005120666200586135,0.0030045061836103046,0.00306292807427218,0.005143264569220218,-0.00025935865582774227
correct-reject,0.007829317,-0.005544275845821053,-0.01160098393863205,-0.005859913995016461,-0.011395470425892715,-0.006163547422776632
correct-reject,6.287823e-05,-0.009215523591351136,-0.00971203713493339,-0.009713532719408183,-0.009833238740827772,-0.00985627644161843
correct-reject,7.7841476e-05,-0.009485826199669782,-0.009857022852228921,-0.009526512122000922,-0.009662898369175759,-0.00978344908506353
correct-reject,0.01270035,-0.009115380256334318,-0.008639886757017656,-0.0010114715234326478,-0.00847579439463965,-0.008450625696714651
correct-reject,5.8959675e-05,-0.010029156437259693,-0.009613389152126884,-0.009389613304989133,-0.009767040812672928,-0.009535308921090281
correct-reject,3.670578e-05,-0.009990041901760246,-0.009793612643902511,-0.009193262208119678,-0.009786155406207128,-0.009593736468149353
correct-reject,0.00028593745,-0.010755382686346671,-0.009039240109212284,-0.00953738052162861,-0.009753843305605898,-0.009021725005345453
correct-reject,0.00014529025,-0.013349640752750682,-0.013072046054566003,0.004462826792811836,-0.013072831323622662,-0.013216527290011397
correct-reject,2.066871e-05,-0.010377846280669846,-0.010376429568829903,-0.009220334993690214,-0.009185982700029348,-0.009212215084919604
correct-reject,0.0001431352,-0.01008763685791657,-0.010752801803666045,-0.00919465323761152,-0.009582360727801041,-0.008632921001143738
correct-reject,0.00027849682,-0.033246963314599615,-0.034360335305965044,0.08564595927588121,-0.03415728632394504,-0.031996385959510446
correct-reject,0.0865218,-0.0023324212358467843,-0.0026258409091667843,0.008766866440560716,0.005987214111994051,0.028332472964319892
correct-reject,0.0016314277,-0.009233133345275117,-0.010236981207216951,-0.008531965914093033,-0.010113297512859531,-0.00864670264869428
correct-reject,4.0708088e-05,-0.009013596613256911,-0.010091935657308199,-0.00917063966102403,-0.010026135062318694,-0.010050501634231076
correct-reject,8.777362e-06,-0.009884546603206184,-0.009882887196114003,-0.009453282636641684,-0.009561104281220022,-0.00960290791095702
correct-reject,2.6097173e-06,-0.009972870444205448,-0.009809985033492487,-0.00953947711482654,-0.009593306386617049,-0.009475259648997392
correct-reject,4.6884537e-07,-0.00976352525524507,-0.009561523220073077,-0.009741581811868447,-0.009575657464161712,-0.0097507518767906
correct-reject,8.509126e-09,-0.009694675245950895,-0.009676033777994848,-0.009686772314553303,-0.009658639317775636,-0.009677379461864229
correct-reject,2.7372296e-08,-0.009689011459409012,-0.00968320889912175,-0.009722820641067213,-0.009619333384470194,-0.00967910684407075
correct-reject,5.7327645e-09,-0.009680988167271292,-0.009675272582532245,-0.009660869173927722,-0.009687251931866118,-0.009689121042541535
correct-reject,1.5123078e-08,-0.009725265582784894,-0.009666882491877351,-0.009666951274083974,-0.009664064910075291,-0.009670329269317409
correct-reject,1.4657127e-07,-0.00973005983256503,-0.009681521185162864,-0.009593894902365303,-0.009692940477611128,-0.009694945230434588
correct-reject,3.0858708e-05,-0.006302955431775741,-0.00437903010967576,-0.016587456174295922,-0.006289775762732002,-0.01480339114965949
correct-reject,0.0019226467,-0.0077873057940126165,-0.009290940601250115,-0.010059244312384282,-0.009556563714837612,-0.009776809205654281
correct-reject,0.00010071515,-0.009193360405574842,-0.010416013459024844,-0.010287415200109009,-0.00800239385248871,-0.010393610710941512
correct-reject,0.0004199394,-0.006931948630432784,-0.006702803920757783,-0.013670296258466117,-0.010490025795324447,-0.010178495023157782
correct-reject,0.0020951869,-0.00916142046981005,-0.009171282437358548,-0.009226400426259633,-0.0092112874464888,-0.009527930848221882
correct-reject,0.000109970264,-0.010002164202151501,-0.010148198290784156,-0.010354670644842339,-0.00885474705134692,-0.008923758439014001
correct-reject,2.9546054e-06,-0.009670811908850442,-0.009628923112552285,-0.009682559322043236,-0.009715035366839073,-0.00969322891785388
correct-reject,2.4780652e-08,-0.00967509843184946,-0.009678347589022994,-0.009683200961278912,-0.009675163937884087,-0.009681672908103461
correct-reject,4.1802683e-05,-0.008577567819264265,-0.009302677076453852,-0.009925135702936598,-0.009906785986632435,-0.010639542042851766
correct-reject,0.0022535536,-0.009551716300876496,-0.009054191184833122,-0.009190673855959832,-0.009332848154219791,-0.009010525132249664
correct-reject,6.7916786e-05,-0.009654763411617022,-0.009661704884051731,-0.009659864687973453,-0.009658688767569597,-0.009690586876927119
correct-reject,6.1567705e-05,-0.009067478660258673,-0.009572293502455058,-0.009786434456483889,-0.009960911014584954,-0.00994479099435634
correct-reject,5.1487066e-05,-0.010423589359526883,-0.009456296636899217,-0.009534388977992221,-0.00946556916795705,-0.009462164485763548
correct-reject,0.0006647152,-0.009750994479232781,-0.00945137328911195,-0.009918258065386949,-0.009220779234682782,-0.009387388559724447
correct-reject,1.8199857e-05,-0.009346616288621263,-0.00927909798928267,-0.009347754029127712,-0.01020481926547892,-0.010197021055628346
correct-reject,5.5173142e-08,-0.007777163960873215,-0.007845060578950598,-0.007825911544634098,-0.012466663053529468,-0.012478654290151533
correct-reject,5.9721737e-07,-0.007478379271998761,-0.00754362075311604,-0.00753869965791617,-0.012912314405366882,-0.01291989753974106
correct-reject,1.8904078e-05,-0.009664025473885599,-0.009643947378216656,-0.010174936505466043,-0.009616932881922072,-0.00927476638864854
correct-reject,3.4129687e-05,-0.0116286767930207,-0.009180889511537076,-0.00919660500089466,-0.009198224481484534,-0.009155012841201949
correct-reject,0.001206261,-0.007580491172433085,-0.007580500736936751,-0.007567987884395085,-0.007438760909707581,-0.017019506924666417
correct-reject,0.00027922582,-0.0077921577003663735,-0.00778821527778667,-0.01574328385235367,-0.008265741853262499,-0.008524883944369708
correct-reject,0.10339255,-0.009140189588821165,0.03365167169627051,-0.007947241831816994,0.002407037443924915,0.03602776365230384
correct-reject,0.016746564,-0.00570708946393495,-0.0069572611822899515,-0.011976338411379116,-0.0038636595428332803,-0.0031425960277016167
correct-reject,0.08324335,-0.0065615184195877835,0.015709596190853888,-0.0054612991057044515,0.011982366624353882,0.019180696081945548
correct-reject,0.08198935,-0.026525380678971117,0.05336957996852888,-0.033726382211979454,-0.008795048714029452,0.04927307300831221
correct-reject,0.1692926,0.028317621950388852,0.05648316952783052,0.004985154730030517,0.007667855932139013,0.02344528923147219
correct-reject,0.042841118,0.09982240379014277,-0.01733318768865722,-0.019441786543779458,-0.0477203784601128,-0.020879441725732223
correct-reject,0.3452933,0.03136807053258889,0.022345049451755562,0.026568580372255554,0.11093396916417222,0.10568412185108889
correct-reject,0.2402121,0.023634557805893887,0.02391418502255222,0.016261710696468888,0.03707598316855223,0.09093215467839388
correct-reject,0.02073811,-0.0017085224292970828,-0.022244558038612694,0.002319604482467307,-0.0061333313082576925,0.00011140866556125315
correct-reject,1.7008078e-07,-0.009348895830773479,-0.009349577819540706,-0.009387225255234076,-0.0093687278174065,-0.010938911905184152
correct-reject,2.8118035e-09,-0.009685931049639525,-0.009677389850988677,-0.009686606389326365,-0.009671994449608793,-0.009671584078575553
correct-reject,3.3701795e-11,-0.009674067158057966,-0.00968713648090091,-0.009696218181331083,-0.009668093026574748,-0.009667993747574209
correct-reject,3.0709998e-12,-0.009606864025894217,-0.00990368913844168,-0.009638296081809335,-0.009614491306555959,-0.009630168072367716
correct-reject,9.860638e-16,-0.009674172139837922,-0.009675054055494927,-0.009696210287443456,-0.009674651856021232,-0.009673420289340385
correct-reject,3.9824813e-14,-0.009567671034109437,-0.009707706112858,-0.009711222432585494,-0.009703465257567965,-0.009703443790978216
correct-reject,1.0189817e-09,-0.009676517931457513,-0.009676432794639884,-0.009693708057564199,-0.009673336406166156,-0.00967351241831117
correct-reject,9.715633e-07,-0.009306341865656332,-0.00977755196058984,-0.009775661564866207,-0.009775175153870079,-0.009757806083156453
correct-reject,4.8400403e-07,-0.00967772931397557,-0.009682281515622341,-0.009678573838960088,-0.009677788311527245,-0.009676651648053673
correct-reject,8.337675e-08,-0.009677656262493858,-0.009678178400375725,-0.009733979117678945,-0.009659015101955255,-0.009644596345635132
correct-reject,3.6328797e-07,-0.009687729125844952,-0.009681313243699113,-0.009701504602914033,-0.009685727140172545,-0.00963687151550828
correct-reject,0.018173693,-0.04039009503370828,-0.049451432531552444,-0.04968397177082495,-0.0043140596797616206,0.11361974338770839
correct-reject,0.0006640997,-0.019004935470585425,-0.019536034910777187,-0.03168568565419785,0.011259161291556814,0.01123808611586473
correct-reject,0.00035635097,-0.005519461191356064,-0.012264106582041426,-0.012523114667519679,-0.005616837463939013,-0.01211363772328273
correct-reject,2.937142e-05,-0.010186706721519459,-0.008936447676752902,-0.008888067641684656,-0.010174812027565776,-0.010178074560616123
correct-reject,2.6340994e-09,-0.009860465157335267,-0.009773495530208074,-0.009865974427308582,-0.009866180025046922,-0.009027390858240069
correct-reject,1.509395e-11,-0.00966548766837132,-0.00968077661988725,-0.009684090838108195,-0.009682442114736742,-0.009680711371935404
correct-reject,2.6336095e-11,-0.009593642692131227,-0.009610364222924713,-0.00977850547873652,-0.009706241124797465,-0.009704755083248988
correct-reject,7.038063e-13,-0.009658327962330378,-0.009813755527966771,-0.009662236102109978,-0.009646426261174063,-0.009612762773853733
correct-reject,3.990755e-10,-0.009676580837457186,-0.009677321211395204,-0.00969043621968287,-0.009674442428331355,-0.009674727532272304
correct-reject,7.407599e-11,-0.009673713156895438,-0.009684677411966058,-0.009686624783561268,-0.009674258679418188,-0.009674234522197955
correct-reject,2.885489e-11,-0.00967689593203775,-0.009687345455193508,-0.009678169636753423,-0.009673430635143889,-0.009677666940110338
correct-reject,6.803685e-09,-0.009766332612012355,-0.009568126462199818,-0.009768784573087151,-0.009566316281511772,-0.009723941899327815
correct-reject,9.72638e-06,-0.009121243557924104,-0.009912968000562272,-0.010007579676976769,-0.009885375545218525,-0.009456611847457245
correct-reject,3.2258897e-06,-0.009998666198850339,-0.010120185663970705,-0.010668954541985293,-0.008900199427377038,-0.008702272795955538
correct-reject,1.7429653e-05,-0.0102232770239575,-0.008930010739583332,-0.01113073778196683,-0.010310638492433832,-0.007781444590197413
correct-reject,0.0009175915,-0.005896306179156116,-0.009759023926309448,-0.014645674106647787,-0.013390297326932782,-0.0037846150890927825
correct-reject,0.1149233,-0.007228650931302778,0.011071910850003887,-0.001238344098671948,-0.026423724814088622,0.09034860036592057
correct-reject,0.6944943,0.14340289244566773,0.13711365548870022,0.11584606415724022,0.11457476270341856,0.1351634165768344
correct-reject,0.48305428,0.07613011609886754,0.2721506524186175,0.11921905621536756,-0.10878001535720411,0.07594096199621254
correct-reject,0.25936636,0.020462503107472226,0.14217278909830555,0.0036686586899722165,0.0040336817813888814,0.040635218694722225
false-alarm,0.99903023,0.2557894859957055,0.18323802399570555,-0.04651772927762776,0.4149162642457056,0.14321067641237223
false-alarm,0.9875607,0.15163302270798723,0.27319096924490394,0.1489837866846539,0.13900897348240387,0.2263504392519122
correct-reject,0.76531315,-0.017180942062311112,0.07706233397802223,0.11333176946960555,0.3897136200255222,0.15399285996102224
correct-reject,0.28086317,0.01312613039913265,0.0380316390533843,0.06809568920621598,0.028988155156662178,0.08422804755646597
correct-reject,0.09954953,0.01072602577012213,0.010403337127730684,0.00924780865800546,0.009416151782114017,0.011362698033888799
correct-reject,5.9262343e-06,-0.008133817133903067,-0.010059023688581881,-0.010074145511399511,-0.01005880825128071,-0.010061784042973738
correct-reject,2.3530596e-08,-0.009681197268265461,-0.00967795751462341,-0.009681042144056714,-0.009677962011763377,-0.00967532618942995
correct-reject,1.325346e-07,-0.009680060101050504,-0.009678566651897064,-0.009678757989629057,-0.009678510792594498,-0.00967748009296779
correct-reject,1.6520946e-07,-0.009676132946458124,-0.009683190835672692,-0.009674125746775246,-0.009681865554983283,-0.009678028544249562
correct-reject,9.697299e-10,-0.009677257461370317,-0.009678802386000999,-0.009678675734922334,-0.009679513525022835,-0.00967925855082243
correct-reject,1.6996305e-06,-0.009385675529814666,-0.009297682437191082,-0.009398746288889868,-0.011258121152404975,-0.009051583219838321
correct-reject,0.00030478992,-0.009451412340055343,-0.009619507746547575,-0.009637324776612588,-0.009696312314039954,-0.009684161450883461
correct-reject,0.0013004901,-0.008755459808704983,-0.007923786916229024,-0.015052810858450817,-0.007922551767651605,-0.007438409277102479
correct-reject,0.00013073016,-0.009666256024393874,-0.009650110725114961,-0.009656625276393955,-0.009646315100867353,-0.009643471501368774
correct-reject,1.5152916e-05,-0.009705874101021186,-0.009732623530328409,-0.00957766346142311,-0.009729045085348244,-0.009633102450017968
correct-reject,3.25944e-10,-0.009650473939119842,-0.00968462746800276,-0.009685286529636525,-0.009690510803441254,-0.009682609561938534
correct-reject,2.303336e-06,-0.0024151258609518777,-0.020757076233189963,-0.0024855113511782208,-0.002432805080712061,-0.0203006901021068
correct-reject,7.1703124e-07,-0.009712986597168011,-0.009727985634659818,-0.009726912954923533,-0.00966808400652929,-0.009556822434858267
correct-reject,7.7017756e-07,-0.00967073861781159,-0.009688313181105314,-0.009683404776380477,-0.009670671619106232,-0.009679610433735298
correct-reject,2.0335174e-06,-0.009400755871144213,-0.00972421363171753,-0.009757641202756647,-0.009742880199535002,-0.009765987722985517
correct-reject,3.3226447e-06,-0.009667841969627644,-0.009574971143875453,-0.009740429143925056,-0.00966779424982569,-0.009739152120885072
correct-reject,6.068223e-08,-0.009678828255883723,-0.009678905748434939,-0.009679131540734087,-0.009678216725339866,-0.009678365657746303
correct-reject,6.321986e-09,-0.0096777791733395,-0.009679274411823348,-0.009679682985290407,-0.009678803190688277,-0.00967796254699738
correct-reject,1.2644822e-08,-0.010018344722877688,-0.010017011079925335,-0.010019139483715925,-0.009170665171871916,-0.009168335569748045
correct-reject,2.7086783e-06,-0.009716978161769474,-0.009749938048927615,-0.009703034027332443,-0.009599364361485197,-0.009621484028624193
correct-reject,7.883381e-06,-0.008616256670350406,-0.011181782020503883,-0.008780645625999986,-0.00869104623993286,-0.011115898071351783
correct-reject,3.888566e-06,-0.009396972369800253,-0.009352302886952102,-0.009480597620695256,-0.00932621365973561,-0.010833532090955701
correct-reject,2.077348e-05,-0.00945961843165343,-0.009705698145216629,-0.009731581207203651,-0.009731129811134108,-0.009744681032931095
correct-reject,0.0036357725,-0.0089205329444855,-0.008855260964134037,-0.008977901662235752,-0.008983712520866249,-0.00902032753641737
correct-reject,0.00014407112,-0.0019733287201724047,-0.011685351931683428,-0.011616445244288145,-0.011564825081422564,-0.011409486650572374
correct-reject,1.8057348e-05,-0.010673724130012347,-0.006177095439457265,-0.010812170557480938,-0.01066069463307935,-0.010051723868109015
correct-reject,9.757377e-05,-0.0069369533164787825,-0.009969229754642947,-0.010561298987039619,-0.011819233818739285,-0.009009192751238279
correct-reject,1.1816348e-07,-0.009670118872148102,-0.009667241467528908,-0.009723035002319923,-0.009666652337156733,-0.00966634294898525
correct-reject,4.6718624e-14,-0.00967873941452678,-0.009678732952975395,-0.009678679664452993,-0.00967862819950307,-0.009678728396633978
correct-reject,3.0897332e-10,-0.009673177040075354,-0.009682487032923572,-0.009683713173402633,-0.009678616128307829,-0.009675514944429517
correct-reject,2.7676035e-05,-0.009628714662683007,-0.009741470678471668,-0.009669572970002949,-0.009663526057531008,-0.00966252425945028
correct-reject,7.15295e-06,-0.009684846846936459,-0.00968377871250749,-0.009693016658252307,-0.009667020288872199,-0.00965769612157046
correct-reject,1.6616416e-09,-0.009678684591410218,-0.009678915841324116,-0.009678977299995476,-0.009678246442632713,-0.00967868279277639
correct-reject,1.2659223e-09,-0.009678599029908131,-0.009678717938544962,-0.009678789596150449,-0.009678636975308479,-0.009678763818226896
correct-reject,4.9331277e-09,-0.009678543811330407,-0.009678900881666242,-0.00967881424041498,-0.009678797072437911,-0.009678447692289387
correct-reject,7.340044e-08,-0.009669180341643732,-0.0096859426153007,-0.009685719660070775,-0.009677936447265764,-0.009674656163857943
correct-reject,2.2409126e-06,-0.009795235628946403,-0.009628501276972052,-0.009795750186549919,-0.009714907090892427,-0.009456874444778109
correct-reject,4.0108565e-09,-0.009686078533843888,-0.009684993501008854,-0.0096851242185768,-0.00968563982873213,-0.009651668535977246
correct-reject,1.9532495e-06,-0.010679811546316177,-0.009372774371974176,-0.00930136896825135,-0.009804695349310033,-0.009232908392287183
correct-reject,0.010427905,-0.008254178963086932,-0.00891705319785977,-0.008314100812255849,-0.009922068889532768,-0.002558201765403598
correct-reject,0.003256058,-0.008954504382682747,-0.009072911314182246,-0.008777938408853915,-0.009260305719815579,-0.009071790802604417
correct-reject,0.58732086,0.06343860422457054,0.14175499878702888,0.08837487128778722,0.09153697935119554,0.15382189772127886
hit,0.9752377,0.09747223911804721,0.12771620757596386,0.3046286427897139,0.18922314837596388,0.20780395351217223
false-alarm,0.9999676,-0.028970002780544485,0.056992477737372205,0.24179744102703887,0.5944080660157055,0.0873461093722889
false-alarm,0.8410095,0.16990040349200725,0.18889763263659054,0.14101530010449886,0.15250585948634057,0.1402967956524239
false-alarm,0.9978818,0.2487219207922799,0.35913286345995327,-0.08932544169939677,0.25616665507495323,0.17479229374407154
hit,0.9999,0.31461964119803887,0.33112174071470557,0.0969535444380389,0.22593053195637222,-0.017118966935294452
hit,0.99996424,0.4578043256610729,0.30857831673186376,0.052303371098530366,0.029543455148530365,0.1033412627318637
hit,0.99221474,0.19957644520774057,0.28461380300459893,0.15319147533801558,0.2348161481033489,0.07162335971815723
hit,0.9999486,0.17916794805103892,0.31831552990103895,-0.01286423436562778,0.36811744698437227,0.0988184008010389
hit,0.9933135,0.0629422755831922,0.050412993819558875,0.10059968908385888,0.5032666413437256,0.22769839154152555
correct-reject,0.5693364,0.13380252588100555,-0.18616020342299444,0.18739230261033887,0.09418226245583887,0.2917260038476723
correct-reject,0.0048945365,0.01019604145391988,-0.06393945605782096,-0.004909621104580109,0.020245707952589048,-0.00509164387224678
miss,0.3332507,0.07602929272809224,0.05509165313517555,0.023218881509658888,0.07100722252242556,0.05951014147650889
false-alarm,0.9960198,0.06701658033206721,0.2193150135494964,-0.03980251740009944,0.6148066078133297,0.08629060707706723
correct-reject,0.14537133,-0.0322384391956478,0.00533130198743555,-0.02609516871268111,-0.03154070008556446,0.1815208273783189
correct-reject,0.0016816587,-0.008550927404332116,-0.009037783933938781,-0.007762896869530454,-0.01103482797299712,-0.010325413447340451
correct-reject,3.396365e-07,-0.009523065811285503,-0.009540653935625703,-0.009926128400780422,-0.009571793392722619,-0.00983152708772467
correct-reject,3.4445938e-13,-0.009681281977024817,-0.009681249260036317,-0.009681194934374488,-0.009675852178065946,-0.009673930278293339
correct-reject,7.259901e-12,-0.009830736966099705,-0.009828200276597938,-0.009828262674472267,-0.009407861496820942,-0.009498447206888066
