,feature,hss-mean,hss_std
0,FRICV_surface,0.483812032912113,0.015818384891262156
1,FRICV_surface,0.5064675281087431,0.015818384891262156
2,FRICV_surface,0.5064675281087431,0.015818384891262156
3,FRICV_surface,0.5297689966707743,0.015818384891262156
4,UGRD_10maboveground,0.5024863020090387,0.015818384891262156
5,UGRD_10maboveground,0.5024863020090387,0.015818384891262156
6,UGRD_10maboveground,0.5093349811985589,0.015818384891262156
7,UGRD_10maboveground,0.513308488174278,0.015818384891262156
8,UGRD_975mb,0.513308488174278,0.015818384891262156
9,UGRD_975mb,0.513308488174278,0.015818384891262156
10,UGRD_975mb,0.513308488174278,0.015818384891262156
11,UGRD_975mb,0.5297689966707743,0.015818384891262156
12,UGRD_950mb,0.5214230575599933,0.015818384891262156
13,UGRD_950mb,0.534031844425854,0.015818384891262156
14,UGRD_950mb,0.4939732828334528,0.015818384891262156
15,UGRD_950mb,0.517337457172948,0.015818384891262156
16,UGRD_925mb,0.497736011902845,0.015818384891262156
17,UGRD_925mb,0.5015498346410738,0.015818384891262156
18,UGRD_925mb,0.513308488174278,0.015818384891262156
19,UGRD_925mb,0.5214230575599933,0.015818384891262156
20,UGRD_900mb,0.5105051105943432,0.015818384891262156
21,UGRD_900mb,0.4954437293818614,0.015818384891262156
22,UGRD_900mb,0.4954437293818614,0.015818384891262156
23,UGRD_900mb,0.5024863020090387,0.015818384891262156
24,UGRD_875mb,0.4954437293818614,0.015818384891262156
25,UGRD_875mb,0.517337457172948,0.015818384891262156
26,UGRD_875mb,0.5024863020090387,0.015818384891262156
27,UGRD_875mb,0.480041547240264,0.015818384891262156
28,UGRD_850mb,0.5105051105943432,0.015818384891262156
29,UGRD_850mb,0.514600254627896,0.015818384891262156
30,UGRD_850mb,0.534031844425854,0.015818384891262156
31,UGRD_850mb,0.5229682222851499,0.015818384891262156
32,UGRD_825mb,0.5272436343397802,0.015818384891262156
33,UGRD_825mb,0.5105051105943432,0.015818384891262156
34,UGRD_825mb,0.5187541999808001,0.015818384891262156
35,UGRD_825mb,0.5064675281087431,0.015818384891262156
36,UGRD_800mb,0.5064675281087431,0.015818384891262156
37,UGRD_800mb,0.5054157988548148,0.015818384891262156
38,UGRD_800mb,0.517337457172948,0.015818384891262156
39,UGRD_800mb,0.513308488174278,0.015818384891262156
40,UGRD_775mb,0.517337457172948,0.015818384891262156
41,UGRD_775mb,0.497736011902845,0.015818384891262156
42,UGRD_775mb,0.5064675281087431,0.015818384891262156
43,UGRD_775mb,0.5093349811985589,0.015818384891262156
44,UGRD_750mb,0.5064675281087431,0.015818384891262156
45,UGRD_750mb,0.517337457172948,0.015818384891262156
46,UGRD_750mb,0.4994315125850178,0.015818384891262156
47,UGRD_750mb,0.4994315125850178,0.015818384891262156
48,UGRD_725mb,0.4994315125850178,0.015818384891262156
49,UGRD_725mb,0.4994315125850178,0.015818384891262156
50,UGRD_725mb,0.5297689966707743,0.015818384891262156
51,UGRD_725mb,0.5214230575599933,0.015818384891262156
52,UGRD_700mb,0.5105051105943432,0.015818384891262156
53,UGRD_700mb,0.5214230575599933,0.015818384891262156
54,UGRD_700mb,0.4985602605431954,0.015818384891262156
55,UGRD_700mb,0.517337457172948,0.015818384891262156
56,VGRD_10maboveground,0.517337457172948,0.015818384891262156
57,VGRD_10maboveground,0.5064675281087431,0.015818384891262156
58,VGRD_10maboveground,0.4946882642194115,0.015818384891262156
59,VGRD_10maboveground,0.4994315125850178,0.015818384891262156
60,VGRD_975mb,0.5105051105943432,0.015818384891262156
61,VGRD_975mb,0.514600254627896,0.015818384891262156
62,VGRD_975mb,0.5064675281087431,0.015818384891262156
63,VGRD_975mb,0.514600254627896,0.015818384891262156
64,VGRD_950mb,0.517337457172948,0.015818384891262156
65,VGRD_950mb,0.5214230575599933,0.015818384891262156
66,VGRD_950mb,0.517337457172948,0.015818384891262156
67,VGRD_950mb,0.517337457172948,0.015818384891262156
68,VGRD_925mb,0.517337457172948,0.015818384891262156
69,VGRD_925mb,0.5064675281087431,0.015818384891262156
70,VGRD_925mb,0.5214230575599933,0.015818384891262156
71,VGRD_925mb,0.5105051105943432,0.015818384891262156
72,VGRD_900mb,0.5105051105943432,0.015818384891262156
73,VGRD_900mb,0.4994315125850178,0.015818384891262156
74,VGRD_900mb,0.5105051105943432,0.015818384891262156
75,VGRD_900mb,0.5105051105943432,0.015818384891262156
76,VGRD_875mb,0.5105051105943432,0.015818384891262156
77,VGRD_875mb,0.5064675281087431,0.015818384891262156
78,VGRD_875mb,0.517337457172948,0.015818384891262156
79,VGRD_875mb,0.4876351468451294,0.015818384891262156
80,VGRD_850mb,0.5093349811985589,0.015818384891262156
81,VGRD_850mb,0.5064675281087431,0.015818384891262156
82,VGRD_850mb,0.5082275565564541,0.015818384891262156
83,VGRD_850mb,0.517337457172948,0.015818384891262156
84,VGRD_825mb,0.5214230575599933,0.015818384891262156
85,VGRD_825mb,0.5255664918068249,0.015818384891262156
86,VGRD_825mb,0.5214230575599933,0.015818384891262156
87,VGRD_825mb,0.513308488174278,0.015818384891262156
88,VGRD_800mb,0.517337457172948,0.015818384891262156
89,VGRD_800mb,0.517337457172948,0.015818384891262156
90,VGRD_800mb,0.5064675281087431,0.015818384891262156
91,VGRD_800mb,0.517337457172948,0.015818384891262156
92,VGRD_775mb,0.5105051105943432,0.015818384891262156
93,VGRD_775mb,0.517337457172948,0.015818384891262156
94,VGRD_775mb,0.5214230575599933,0.015818384891262156
95,VGRD_775mb,0.5024863020090387,0.015818384891262156
