,Feature,HSS_mean,HSS_std
0,FRICV_surface,0.483812032912113,0.015818384891262156
1,FRICV_surface,0.483812032912113,0.015818384891262156
2,FRICV_surface,0.5064675281087431,0.015818384891262156
3,FRICV_surface,0.5064675281087431,0.015818384891262156
4,FRICV_surface,0.5064675281087431,0.015818384891262156
5,FRICV_surface,0.5064675281087431,0.015818384891262156
6,FRICV_surface,0.5297689966707743,0.015818384891262156
7,FRICV_surface,0.5297689966707743,0.015818384891262156
8,UGRD_10maboveground,0.5024863020090387,0.015818384891262156
9,UGRD_10maboveground,0.5024863020090387,0.015818384891262156
10,UGRD_10maboveground,0.5024863020090387,0.015818384891262156
11,UGRD_10maboveground,0.5024863020090387,0.015818384891262156
12,UGRD_10maboveground,0.509334981198559,0.015818384891262156
13,UGRD_10maboveground,0.509334981198559,0.015818384891262156
14,UGRD_10maboveground,0.513308488174278,0.015818384891262156
15,UGRD_10maboveground,0.513308488174278,0.015818384891262156
16,UGRD_975mb,0.513308488174278,0.015818384891262156
17,UGRD_975mb,0.513308488174278,0.015818384891262156
18,UGRD_975mb,0.513308488174278,0.015818384891262156
19,UGRD_975mb,0.513308488174278,0.015818384891262156
20,UGRD_975mb,0.513308488174278,0.015818384891262156
21,UGRD_975mb,0.513308488174278,0.015818384891262156
22,UGRD_975mb,0.5297689966707743,0.015818384891262156
23,UGRD_975mb,0.5297689966707743,0.015818384891262156
24,UGRD_950mb,0.5214230575599933,0.015818384891262156
25,UGRD_950mb,0.5214230575599933,0.015818384891262156
26,UGRD_950mb,0.534031844425854,0.015818384891262156
27,UGRD_950mb,0.534031844425854,0.015818384891262156
28,UGRD_950mb,0.49397328283345276,0.015818384891262156
29,UGRD_950mb,0.49397328283345276,0.015818384891262156
30,UGRD_950mb,0.517337457172948,0.015818384891262156
31,UGRD_950mb,0.517337457172948,0.015818384891262156
32,UGRD_925mb,0.49773601190284494,0.015818384891262156
33,UGRD_925mb,0.49773601190284494,0.015818384891262156
34,UGRD_925mb,0.5015498346410738,0.015818384891262156
35,UGRD_925mb,0.5015498346410738,0.015818384891262156
36,UGRD_925mb,0.513308488174278,0.015818384891262156
37,UGRD_925mb,0.513308488174278,0.015818384891262156
38,UGRD_925mb,0.5214230575599933,0.015818384891262156
39,UGRD_925mb,0.5214230575599933,0.015818384891262156
40,UGRD_900mb,0.5105051105943432,0.015818384891262156
41,UGRD_900mb,0.5105051105943432,0.015818384891262156
42,UGRD_900mb,0.49544372938186143,0.015818384891262156
43,UGRD_900mb,0.49544372938186143,0.015818384891262156
44,UGRD_900mb,0.49544372938186143,0.015818384891262156
45,UGRD_900mb,0.49544372938186143,0.015818384891262156
46,UGRD_900mb,0.5024863020090387,0.015818384891262156
47,UGRD_900mb,0.5024863020090387,0.015818384891262156
48,UGRD_875mb,0.49544372938186143,0.015818384891262156
49,UGRD_875mb,0.49544372938186143,0.015818384891262156
50,UGRD_875mb,0.517337457172948,0.015818384891262156
51,UGRD_875mb,0.517337457172948,0.015818384891262156
52,UGRD_875mb,0.5024863020090387,0.015818384891262156
53,UGRD_875mb,0.5024863020090387,0.015818384891262156
54,UGRD_875mb,0.480041547240264,0.015818384891262156
55,UGRD_875mb,0.480041547240264,0.015818384891262156
56,UGRD_850mb,0.5105051105943432,0.015818384891262156
57,UGRD_850mb,0.5105051105943432,0.015818384891262156
58,UGRD_850mb,0.514600254627896,0.015818384891262156
59,UGRD_850mb,0.514600254627896,0.015818384891262156
60,UGRD_850mb,0.534031844425854,0.015818384891262156
61,UGRD_850mb,0.534031844425854,0.015818384891262156
62,UGRD_850mb,0.5229682222851499,0.015818384891262156
63,UGRD_850mb,0.5229682222851499,0.015818384891262156
64,UGRD_825mb,0.5272436343397802,0.015818384891262156
65,UGRD_825mb,0.5272436343397802,0.015818384891262156
66,UGRD_825mb,0.5105051105943432,0.015818384891262156
67,UGRD_825mb,0.5105051105943432,0.015818384891262156
68,UGRD_825mb,0.5187541999808001,0.015818384891262156
69,UGRD_825mb,0.5187541999808001,0.015818384891262156
70,UGRD_825mb,0.5064675281087431,0.015818384891262156
71,UGRD_825mb,0.5064675281087431,0.015818384891262156
72,UGRD_800mb,0.5064675281087431,0.015818384891262156
73,UGRD_800mb,0.5064675281087431,0.015818384891262156
74,UGRD_800mb,0.5054157988548148,0.015818384891262156
75,UGRD_800mb,0.5054157988548148,0.015818384891262156
76,UGRD_800mb,0.517337457172948,0.015818384891262156
77,UGRD_800mb,0.517337457172948,0.015818384891262156
78,UGRD_800mb,0.513308488174278,0.015818384891262156
79,UGRD_800mb,0.513308488174278,0.015818384891262156
80,UGRD_775mb,0.517337457172948,0.015818384891262156
81,UGRD_775mb,0.517337457172948,0.015818384891262156
82,UGRD_775mb,0.49773601190284494,0.015818384891262156
83,UGRD_775mb,0.49773601190284494,0.015818384891262156
84,UGRD_775mb,0.5064675281087431,0.015818384891262156
85,UGRD_775mb,0.5064675281087431,0.015818384891262156
86,UGRD_775mb,0.509334981198559,0.015818384891262156
87,UGRD_775mb,0.509334981198559,0.015818384891262156
88,UGRD_750mb,0.5064675281087431,0.015818384891262156
89,UGRD_750mb,0.5064675281087431,0.015818384891262156
90,UGRD_750mb,0.517337457172948,0.015818384891262156
91,UGRD_750mb,0.517337457172948,0.015818384891262156
92,UGRD_750mb,0.4994315125850178,0.015818384891262156
93,UGRD_750mb,0.4994315125850178,0.015818384891262156
