C0_Prob,C1_Prob
0.23702422,0.7629758
0.11057141,0.8894286
0.030273296,0.9697267
0.000200714,0.9997993
0.000309067,0.999691
0.001045876,0.99895406
0.000727288,0.99927276
0.000919312,0.99908066
0.001660966,0.99833906
0.002943715,0.99705625
0.007969746,0.99203026
0.032028116,0.9679719
0.000495762,0.9995042
0.021063419,0.97893655
0.003603105,0.99639696
0.005309994,0.99469006
0.06802707,0.9319729
0.012881803,0.9871181
0.006957998,0.993042
0.001219372,0.99878067
0.019897906,0.9801021
0.3589146,0.6410853
0.061617367,0.9383827
0.8571527,0.1428473
0.9975605,0.002439459
0.9883986,0.011601362
0.9143804,0.08561962
0.725346,0.27465397
0.001034088,0.99896586
0.000264144,0.9997359
0.000558039,0.9994419
9.95E-05,0.9999006
0.000983194,0.99901676
0.008747393,0.9912526
0.001863118,0.9981369
0.000637527,0.9993625
6.92E-05,0.99993086
0.005692915,0.9943071
0.000618769,0.9993812
1.78E-05,0.99998224
0.001786538,0.9982135
0.0534094,0.94659054
6.60E-05,0.9999341
0.000102789,0.99989724
0.000391567,0.99960846
0.011410563,0.9885894
9.04E-05,0.9999095
4.40E-05,0.999956
0.000425925,0.9995741
0.03169296,0.96830696
0.00029993,0.99970007
0.006995874,0.99300414
0.00688818,0.99311185
0.2748056,0.7251944
0.001854971,0.998145
0.004069333,0.9959306
0.0046608,0.99533916
0.15227202,0.847728
0.004264574,0.9957354
0.011239853,0.9887601
0.001858323,0.99814165
0.13549826,0.8645018
0.002017162,0.99798286
0.004061746,0.9959383
0.0270139,0.97298604
0.21149068,0.78850925
0.0247805,0.9752195
0.14067985,0.85932016
0.12831272,0.87168735
0.009854791,0.9901452
0.00010803,0.999892
4.22E-06,0.9999958
6.17E-05,0.99993825
0.003137947,0.99686205
7.06E-05,0.9999294
1.21E-05,0.99998796
0.00085032,0.9991497
0.024684448,0.9753155
0.00039343,0.99960655
0.005903553,0.9940964
0.002408151,0.99759185
0.08348009,0.91651994
0.00013219,0.9998678
0.000517949,0.9994821
0.034217983,0.96578205
0.40819615,0.59180385
0.000443323,0.9995566
0.08167615,0.9183238
0.17440729,0.8255927
0.46712142,0.5328785
0.028054498,0.9719455
0.071115054,0.928885
0.31659067,0.68340933
0.049123704,0.9508763
0.001033277,0.9989667
0.000725104,0.9992749
0.001581041,0.9984189
0.006132042,0.99386793
0.001527318,0.99847263
0.18035318,0.8196468
0.571555,0.428445
0.77272993,0.22727
0.09048685,0.9095131
0.10138923,0.8986108
0.14669245,0.85330755
0.33500826,0.6649918
0.03473119,0.96526885
0.1940365,0.80596346
0.32300457,0.6769954
0.571776,0.42822397
0.13255359,0.8674465
0.008799864,0.99120015
0.000361027,0.9996389
0.000966224,0.9990338
4.76E-05,0.99995244
8.21E-05,0.99991786
0.000238396,0.99976164
0.02187523,0.97812474
0.00021286,0.99978715
0.000135595,0.99986434
9.92E-05,0.9999008
0.005381762,0.99461824
0.000147605,0.9998524
0.000262145,0.9997378
0.19596574,0.80403423
0.019015314,0.9809847
0.000952259,0.9990477
0.000320229,0.9996798
0.002030823,0.9979692
0.01696937,0.9830306
0.004755387,0.99524456
0.040969793,0.95903015
0.17922221,0.8207778
0.68364483,0.31635514
0.038994163,0.9610058
0.03920787,0.9607921
0.2603701,0.73962986
0.20400783,0.79599214
0.030719653,0.96928036
0.005478908,0.994521
0.007548237,0.9924517
0.02501569,0.9749843
0.002046986,0.99795294
0.009367843,0.9906322
0.003983778,0.9960162
0.019141493,0.9808585
0.013028286,0.9869717
0.101039395,0.89896065
0.87003964,0.12996033
0.94424856,0.05575143
0.003188532,0.99681145
9.65E-08,0.9999999
5.68E-06,0.9999943
0.000360484,0.9996395
0.000196323,0.9998037
0.000162054,0.9998379
9.78E-05,0.99990225
0.003392072,0.9966079
0.000620281,0.99937963
0.002978088,0.99702185
1.48E-05,0.9999852
0.00022106,0.9997789
0.000187057,0.999813
5.06E-07,0.9999995
0.000111692,0.9998883
0.000994247,0.99900573
0.000133744,0.99986625
0.003400435,0.9965996
0.000822654,0.9991773
0.003148523,0.9968515
9.57E-05,0.9999043
1.50E-05,0.999985
3.87E-05,0.9999614
0.008236409,0.9917636
6.57E-05,0.9999343
0.000250489,0.9997495
0.00024066,0.9997594
0.005060589,0.99493945
0.000327174,0.9996729
0.005145076,0.9948549
0.019343294,0.9806567
0.0354916,0.96450835
0.000211478,0.9997886
3.32E-05,0.99996686
4.15E-05,0.9999585
5.94E-05,0.99994063
4.36E-05,0.99995637
2.86E-05,0.9999714
0.000240494,0.9997595
0.000626958,0.999373
1.74E-05,0.9999826
0.000427777,0.9995722
0.006223395,0.99377656
0.1306281,0.86937195
0.000608526,0.99939144
0.003356655,0.9966434
0.009299797,0.9907002
0.049013574,0.9509865
0.000723955,0.9992761
0.005451762,0.99454826
1.95E-07,0.99999976
3.43E-07,0.99999964
1.90E-05,0.99998105
3.87E-06,0.9999962
7.74E-07,0.9999993
0.000415478,0.9995845
1.84E-05,0.99998164
8.33E-05,0.9999167
0.000104571,0.99989545
0.000472712,0.99952734
4.80E-06,0.99999523
2.04E-05,0.9999796
0.000106083,0.9998939
0.002920261,0.9970797
2.21E-05,0.99997795
5.55E-05,0.99994457
0.00051838,0.9994816
0.005269436,0.9947306
0.000305783,0.9996942
0.000889331,0.99911064
0.022049844,0.97795016
0.08077028,0.9192297
0.00049864,0.99950135
0.028305497,0.9716945
0.5686043,0.43139574
0.63544697,0.36455303
0.009493014,0.990507
0.20145203,0.7985479
0.07495071,0.9250493
0.48786408,0.5121359
0.028022297,0.9719777
0.030571012,0.969429
0.043737866,0.9562622
0.024875272,0.9751247
1.81E-05,0.9999819
0.000225442,0.9997745
5.78E-05,0.9999422
0.001059289,0.99894077
3.02E-05,0.99996984
0.006343518,0.99365646
0.18907362,0.8109263
0.5732134,0.42678663
0.000967287,0.99903274
0.057905003,0.942095
0.38945794,0.6105421
0.8068583,0.19314168
0.0754651,0.92453486
0.03957219,0.9604278
0.9603302,0.039669875
0.002897574,0.99710244
0.000336081,0.99966395
6.35E-06,0.9999937
1.83E-05,0.99998176
0.00013413,0.9998659
4.92E-05,0.99995077
4.82E-07,0.9999995
0.000125604,0.99987435
0.000250682,0.99974936
5.91E-06,0.99999404
6.03E-07,0.9999994
7.22E-05,0.9999279
0.0006776,0.9993224
4.89E-06,0.9999951
0.000256446,0.9997435
0.000717182,0.9992829
0.003242121,0.9967579
7.62E-05,0.9999238
0.000361928,0.9996381
