C0_Prob,C1_Prob
0.048426636,0.9515733
0.005569069,0.99443096
0.00161844,0.9983816
0.001816224,0.9981838
0.09748311,0.90251684
0.015966274,0.9840337
0.002179381,0.9978206
0.001187802,0.9988122
0.000303959,0.999696
0.003642919,0.996357
0.000917352,0.9990827
8.85E-05,0.99991155
0.003823704,0.99617624
0.001869813,0.99813014
0.000400204,0.99959975
9.21E-05,0.999908
0.000746994,0.999253
0.000341229,0.9996588
8.38E-05,0.9999162
7.18E-05,0.9999281
0.002671224,0.99732876
0.000452685,0.9995473
0.00082031,0.99917966
0.000420446,0.9995796
0.001067434,0.99893254
0.000306657,0.9996934
0.000110673,0.9998894
1.05E-05,0.9999895
0.00018293,0.9998171
4.15E-05,0.9999585
5.15E-05,0.9999485
1.86E-05,0.9999814
0.000273673,0.99972636
3.92E-05,0.9999608
4.41E-05,0.9999559
3.79E-06,0.9999962
0.000244278,0.9997557
0.00019541,0.99980456
4.65E-07,0.9999995
3.16E-08,1
1.60E-05,0.999984
6.92E-05,0.99993086
1.42E-07,0.9999999
2.48E-08,1
9.88E-07,0.99999905
6.00E-07,0.9999994
1.16E-08,1
3.52E-09,1
6.58E-07,0.9999993
7.63E-07,0.9999993
2.23E-06,0.99999774
0.001170997,0.99882895
0.00106885,0.9989311
0.002822699,0.99717724
9.83E-05,0.99990165
2.58E-05,0.99997425
4.72E-05,0.9999528
2.62E-06,0.9999974
9.74E-07,0.99999905
1.59E-06,0.99999845
3.43E-05,0.99996567
0.000248914,0.99975103
4.36E-05,0.99995637
1.90E-06,0.9999981
2.29E-05,0.9999771
0.000119456,0.99988055
9.07E-05,0.9999093
4.52E-06,0.99999547
6.39E-06,0.99999356
7.07E-06,0.99999297
6.81E-05,0.99993193
0.000154122,0.99984586
0.000326846,0.9996731
0.000820231,0.9991798
1.79E-05,0.9999821
2.17E-05,0.9999783
0.000266701,0.99973327
0.000160608,0.9998394
1.47E-05,0.99998534
3.12E-06,0.9999969
0.001417787,0.99858224
0.000637044,0.999363
3.55E-05,0.9999645
1.13E-05,0.9999887
0.000105488,0.9998945
0.000379788,0.9996202
2.73E-05,0.9999727
1.58E-05,0.99998426
0.000322645,0.9996774
0.001053936,0.99894613
2.71E-05,0.99997294
0.000286831,0.9997131
0.001148255,0.9988518
0.000859375,0.9991406
2.92E-05,0.9999708
2.01E-06,0.999998
7.32E-07,0.9999993
0.000523448,0.9994766
1.65E-05,0.99998343
1.37E-05,0.9999863
7.80E-05,0.9999219
0.003809264,0.99619067
4.11E-05,0.9999589
1.36E-05,0.9999864
0.000179461,0.99982053
0.000542711,0.9994573
1.62E-05,0.9999838
1.24E-05,0.9999876
0.000124812,0.9998752
0.00106199,0.998938
4.91E-05,0.9999509
4.29E-05,0.9999571
0.000903377,0.99909663
0.003324325,0.9966757
0.000246273,0.9997538
3.03E-05,0.9999697
2.83E-05,0.99997175
0.000740229,0.99925977
9.60E-06,0.99999046
2.50E-07,0.99999976
1.03E-05,0.9999896
1.19E-05,0.9999881
8.09E-08,0.9999999
2.21E-05,0.99997795
0.001376274,0.9986237
0.000204481,0.9997955
1.32E-05,0.99998677
4.17E-08,1
6.10E-05,0.99993896
0.001422797,0.99857724
1.89E-07,0.99999976
8.87E-07,0.99999917
0.000198443,0.9998016
0.00141664,0.99858344
1.12E-06,0.9999989
5.74E-09,1
8.09E-06,0.9999919
3.47E-05,0.9999653
3.94E-06,0.99999607
5.32E-08,1
1.17E-05,0.9999883
0.000153386,0.9998466
0.000541816,0.99945813
6.74E-06,0.9999932
1.52E-05,0.99998474
6.90E-06,0.9999931
1.14E-06,0.9999988
3.87E-08,1
1.65E-07,0.9999999
1.15E-05,0.99998856
1.12E-05,0.9999888
1.16E-06,0.9999988
4.82E-05,0.9999517
0.000488084,0.99951196
3.28E-06,0.99999666
6.88E-07,0.9999993
3.42E-05,0.9999658
0.000232042,0.99976796
1.14E-06,0.9999988
6.48E-08,0.9999999
1.96E-05,0.99998045
8.93E-05,0.9999107
3.18E-06,0.9999968
6.87E-08,0.9999999
5.71E-07,0.9999994
1.39E-05,0.99998605
1.44E-06,0.99999857
1.27E-06,0.9999987
4.05E-05,0.9999596
0.000377314,0.9996227
1.19E-05,0.9999881
2.37E-06,0.9999976
2.69E-05,0.99997306
0.000279539,0.9997204
0.000114523,0.99988544
7.17E-06,0.99999285
0.000168617,0.9998313
0.000455449,0.99954456
7.91E-05,0.99992096
3.73E-05,0.9999627
0.001721538,0.9982785
0.000897398,0.9991026
0.002889415,0.9971106
0.000308519,0.9996915
0.000497087,0.9995029
0.002728402,0.9972716
0.00070091,0.99929905
4.05E-05,0.9999596
0.001001495,0.99899846
0.00266455,0.9973354
0.000344082,0.99965596
0.000153656,0.99984634
0.001662826,0.99833715
0.003731453,0.9962685
0.000341276,0.9996587
7.12E-05,0.99992883
0.000534669,0.9994653
0.001515913,0.9984841
0.00032106,0.99967897
0.000237347,0.9997627
0.000642405,0.99935764
0.000966285,0.9990337
0.000671456,0.9993286
0.002534159,0.99746585
0.001669233,0.9983308
0.003489776,0.9965102
0.001429504,0.99857044
0.01277835,0.98722166
0.001418833,0.9985812
0.005881637,0.99411833
0.000185234,0.9998148
2.56E-05,0.99997437
2.54E-05,0.9999746
9.38E-05,0.9999062
4.21E-06,0.9999958
6.67E-07,0.9999993
9.40E-05,0.99990594
0.000349703,0.99965024
1.30E-06,0.9999987
3.88E-07,0.99999964
4.12E-05,0.9999589
0.000121036,0.999879
1.78E-06,0.9999982
8.35E-07,0.99999917
7.95E-06,0.999992
6.74E-05,0.99993265
5.01E-07,0.9999995
3.24E-07,0.99999964
7.87E-06,0.99999213
0.000282687,0.9997173
4.68E-06,0.99999535
1.59E-06,0.99999845
0.000326023,0.99967396
0.002241093,0.99775887
4.72E-05,0.9999528
3.36E-05,0.9999664
0.000270803,0.9997292
0.003750053,0.99625
0.000201017,0.99979895
0.002381109,0.99761885
0.000501333,0.9994986
0.00472428,0.99527574
7.54E-05,0.99992454
0.000277396,0.99972254
0.00291145,0.9970886
0.001868006,0.99813205
8.11E-05,0.9999188
1.28E-07,0.9999999
3.45E-06,0.99999654
1.23E-06,0.9999988
6.07E-10,1
2.11E-09,1
1.17E-07,0.9999999
1.67E-05,0.9999833
3.15E-06,0.9999969
8.82E-06,0.9999912
4.33E-05,0.9999567
0.00020304,0.9997969
8.14E-06,0.9999919
7.23E-06,0.9999927
0.000309351,0.99969065
0.001273723,0.9987263
6.93E-05,0.9999306
7.00E-06,0.99999297
6.72E-05,0.99993277
0.000186491,0.9998135
4.78E-06,0.99999523
4.56E-09,1
1.10E-05,0.99998903
4.68E-06,0.99999535
1.89E-08,1
2.32E-09,1
1.12E-05,0.9999888
0.000771732,0.99922824
9.93E-10,1
6.93E-06,0.9999931
2.32E-05,0.99997675
0.000473788,0.99952626
4.80E-06,0.99999523
2.81E-08,1
1.66E-07,0.9999999
5.41E-07,0.9999994
5.03E-07,0.9999995
9.06E-09,1
2.52E-07,0.99999976
2.73E-08,1
2.07E-10,1
2.11E-11,1
9.37E-11,1
1.74E-08,1
3.83E-10,1
3.92E-11,1
3.20E-07,0.99999964
2.40E-05,0.99997604
9.39E-06,0.9999906
6.85E-08,0.9999999
2.62E-06,0.9999974
3.19E-05,0.99996805
2.37E-05,0.9999764
0.000100136,0.99989986
0.000482913,0.9995171
0.000377853,0.9996221
9.24E-06,0.9999908
3.92E-09,1
8.10E-07,0.99999917
5.92E-06,0.99999404
2.82E-08,1
4.51E-09,1
1.63E-07,0.9999999
1.77E-06,0.9999982
4.22E-09,1
1.53E-09,1
1.38E-06,0.99999857
1.82E-05,0.99998176
1.18E-07,0.9999999
4.45E-07,0.9999995
8.03E-05,0.9999198
4.50E-05,0.99995506
4.70E-07,0.9999995
4.83E-08,1
3.12E-05,0.99996877
2.12E-05,0.9999788
4.02E-07,0.99999964
1.56E-07,0.9999999
1.77E-05,0.99998224
7.23E-05,0.99992764
8.07E-07,0.99999917
1.79E-06,0.9999982
2.79E-05,0.9999721
2.37E-05,0.9999764
2.76E-07,0.99999976
1.57E-09,1
2.34E-07,0.99999976
1.55E-07,0.9999999
2.29E-09,1
1.22E-10,1
2.50E-08,1
2.38E-07,0.99999976
3.36E-08,1
1.81E-10,1
4.98E-08,1
1.65E-06,0.99999833
2.35E-08,1
2.16E-07,0.99999976
2.06E-05,0.9999794
1.23E-05,0.9999877
1.87E-05,0.9999813
5.95E-07,0.9999994
1.01E-05,0.99998987
5.45E-06,0.9999945
6.24E-07,0.9999994
1.59E-06,0.99999845
1.15E-05,0.99998844
7.84E-07,0.99999917
2.13E-07,0.99999976
1.54E-08,1
1.05E-07,0.9999999
1.16E-07,0.9999999
1.06E-09,1
2.09E-10,1
6.70E-11,1
2.88E-09,1
8.59E-10,1
1.49E-11,1
1.17E-08,1
1.99E-09,1
1.09E-08,1
3.22E-09,1
1.24E-07,0.9999999
2.14E-07,0.99999976
1.11E-08,1
2.65E-08,1
1.07E-07,0.9999999
3.58E-06,0.9999964
5.73E-08,1
2.08E-08,1
4.40E-08,1
3.74E-06,0.9999963
3.34E-07,0.99999964
1.65E-07,0.9999999
9.08E-06,0.99999094
2.27E-06,0.99999774
2.83E-06,0.99999714
7.69E-07,0.9999993
8.20E-06,0.9999918
9.41E-07,0.99999905
2.28E-06,0.99999774
0.000297895,0.99970204
0.001244654,0.99875534
1.04E-05,0.9999896
0.000175902,0.9998241
1.07E-05,0.9999893
0.000140811,0.9998592
6.09E-05,0.9999391
7.14E-06,0.99999285
2.05E-06,0.999998
1.20E-05,0.99998796
1.73E-05,0.9999827
5.32E-05,0.9999467
2.16E-05,0.9999784
1.26E-05,0.99998736
0.000153388,0.9998466
0.000197318,0.99980265
5.52E-06,0.9999945
0.000935883,0.99906415
0.003293886,0.9967062
0.00047056,0.9995295
3.42E-05,0.9999658
0.000344734,0.99965525
0.001129505,0.99887043
0.000362825,0.9996371
2.00E-07,0.99999976
4.37E-05,0.99995625
0.000486605,0.9995134
0.000337772,0.9996623
4.88E-06,0.9999951
0.000782077,0.99921787
0.000203101,0.9997969
2.39E-06,0.9999976
1.04E-05,0.9999896
0.000493756,0.99950624
0.000152866,0.99984705
6.67E-06,0.9999933
0.000688382,0.99931157
2.77E-05,0.99997234
6.44E-06,0.99999356
3.56E-06,0.9999964
0.000133449,0.9998665
0.000378719,0.9996213
0.001871938,0.9981281
3.15E-05,0.9999684
0.000439293,0.99956065
0.004679257,0.99532074
0.011289117,0.98871094
8.14E-05,0.9999186
0.000627188,0.9993728
0.000247916,0.9997521
0.000320327,0.9996797
8.33E-05,0.9999167
1.22E-05,0.99998784
0.001558449,0.9984415
3.21E-05,0.9999678
0.000369034,0.9996309
1.73E-05,0.9999827
7.00E-05,0.99993
3.88E-05,0.99996114
0.000422311,0.9995777
8.41E-07,0.99999917
1.82E-05,0.9999819
6.71E-05,0.9999329
1.86E-05,0.9999814
4.76E-07,0.9999995
0.000188155,0.9998118
6.88E-05,0.9999312
6.56E-07,0.9999993
6.28E-06,0.9999937
0.00082961,0.9991704
0.000982831,0.9990171
0.000552606,0.9994474
0.002349733,0.9976503
0.03853754,0.96146244
0.000715535,0.99928445
0.000266295,0.99973375
0.000883063,0.99911696
0.004379591,0.9956204
0.004437058,0.9955629
0.035912786,0.96408725
0.000699503,0.9993005
0.00347366,0.9965263
0.0001156,0.99988437
5.51E-05,0.9999449
0.000480308,0.9995197
0.008452682,0.9915473
0.000466977,0.99953306
5.88E-05,0.99994123
0.000347371,0.9996526
6.83E-06,0.9999932
5.17E-09,1
9.73E-09,1
5.62E-06,0.9999944
8.84E-05,0.99991155
1.82E-05,0.9999819
7.83E-07,0.99999917
2.69E-05,0.99997306
0.000738844,0.9992612
0.000595307,0.99940467
1.76E-05,0.99998236
0.000125035,0.99987495
0.000915966,0.999084
0.000737441,0.9992625
6.95E-05,0.9999305
0.000100352,0.9998996
0.001692945,0.998307
0.004578099,0.9954218
0.002906009,0.99709404
0.000602683,0.9993973
0.027947158,0.9720528
0.006713379,0.99328655
0.000524619,0.9994754
0.000319342,0.99968064
0.000378988,0.99962103
0.001596351,0.9984036
0.000184018,0.999816
0.002297346,0.99770266
0.024298977,0.97570103
0.000293091,0.9997069
0.001704761,0.99829525
0.004882009,0.995118
0.000176208,0.99982387
3.54E-08,1
1.73E-10,1
2.13E-07,0.99999976
3.82E-05,0.99996173
0.000175933,0.9998241
0.00013686,0.99986315
0.012842839,0.98715717
0.012393714,0.9876062
0.007363466,0.99263656
4.73E-05,0.9999527
0.000174962,0.99982506
0.000729322,0.99927074
0.000191225,0.99980885
0.00216721,0.99783283
4.02E-05,0.9999598
4.70E-05,0.99995303
2.11E-06,0.99999785
1.81E-09,1
2.55E-06,0.9999975
4.47E-05,0.9999553
0.000578389,0.9994216
7.88E-05,0.9999212
0.00068438,0.9993156
0.000896683,0.9991033
0.000746714,0.9992532
0.000900708,0.9990994
0.000207164,0.9997929
0.002955169,0.99704486
0.000348212,0.9996518
0.000215018,0.999785
0.000591948,0.999408
0.000522766,0.9994772
3.35E-05,0.9999665
0.00030082,0.99969923
0.000325266,0.9996748
0.000121218,0.99987876
5.33E-06,0.99999464
6.59E-08,0.9999999
1.69E-09,1
1.85E-08,1
4.78E-07,0.9999995
1.66E-07,0.9999999
0.000282976,0.99971706
0.005938611,0.9940614
0.001421913,0.9985781
0.00036694,0.9996331
0.002265997,0.99773395
0.003621405,0.9963786
0.004406212,0.9955937
0.00563615,0.9943639
0.40954947,0.5904506
0.3110002,0.68899983
0.035774767,0.96422523
0.09942836,0.90057164
0.30727836,0.6927216
0.6298931,0.37010685
0.018444538,0.9815555
0.19519551,0.8048045
0.008838153,0.9911618
0.005173557,0.9948264
0.000376443,0.99962354
0.005012453,0.9949876
0.006827335,0.9931726
0.02342675,0.9765732
0.006390364,0.99360967
0.033425532,0.9665745
0.000117069,0.99988294
8.01E-05,0.9999199
0.000339754,0.99966025
0.000171332,0.9998287
0.000608171,0.9993918
0.00460756,0.99539244
0.00790342,0.99209654
0.001254329,0.9987457
0.000897492,0.9991026
0.005831996,0.99416804
0.001494824,0.99850523
0.002487153,0.9975128
0.004021051,0.99597895
0.25497463,0.7450254
0.016792046,0.98320794
0.01915396,0.980846
0.035881575,0.96411836
0.5398022,0.46019778
0.0468899,0.9531101
0.07036178,0.9296382
0.24472527,0.7552747
0.47204626,0.52795374
0.06826181,0.93173814
0.103124104,0.8968759
0.3085932,0.69140685
0.6088171,0.39118296
0.059772987,0.94022703
0.40741298,0.59258705
0.68031377,0.31968623
0.8467486,0.15325138
0.37206176,0.6279382
0.18269046,0.81730956
0.4932578,0.50674224
0.48540577,0.51459426
0.058446422,0.9415536
0.001643488,0.9983565
0.024510853,0.9754892
0.05657139,0.94342864
0.034894597,0.96510535
0.13949262,0.86050737
0.064912476,0.9350875
0.28619245,0.7138076
0.2649972,0.73500276
0.23890826,0.76109177
0.36821425,0.6317858
0.5301285,0.46987155
0.5914248,0.40857518
0.5434805,0.45651942
0.19080733,0.80919266
0.018717688,0.98128235
0.002903652,0.9970963
0.000248042,0.999752
0.002953495,0.99704653
0.021050224,0.9789498
0.013912723,0.98608726
0.015832875,0.98416716
0.006257887,0.99374205
0.005670091,0.9943299
0.000581757,0.99941826
4.00E-05,0.99995995
0.001435208,0.9985648
0.10239627,0.89760375
0.025708433,0.9742916
0.12479887,0.87520117
0.21127956,0.7887204
0.22274472,0.77725524
0.025714764,0.9742853
0.001286056,0.99871397
0.000188706,0.99981135
8.28E-05,0.99991727
0.000315336,0.9996847
1.02E-05,0.99998975
0.003197256,0.9968027
0.050039336,0.9499607
0.002765236,0.99723476
0.001392778,0.9986072
0.012487588,0.9875124
0.13920103,0.86079895
0.005720491,0.9942795
0.001790844,0.9982091
0.027998576,0.9720014
0.29999188,0.7000081
0.008956102,0.9910439
0.004704372,0.9952956
0.010298235,0.98970175
0.026539998,0.9734601
0.024206743,0.9757933
0.16188903,0.8381109
0.6253202,0.3746798
0.71370965,0.2862903
0.12962215,0.8703779
0.4119231,0.58807683
0.117452465,0.8825475
0.057652235,0.9423477
0.001075817,0.9989242
1.22E-05,0.9999877
3.05E-05,0.9999695
0.000165015,0.999835
0.000387537,0.9996125
7.96E-05,0.99992037
0.000324538,0.9996755
0.000325581,0.99967444
9.47E-05,0.9999052
0.000127691,0.9998723
0.000601398,0.9993986
0.005128353,0.9948716
0.008788707,0.99121124
0.01241554,0.98758453
0.000852645,0.9991473
0.003427396,0.9965726
0.002599647,0.9974004
3.76E-05,0.99996245
0.010211607,0.9897884
0.06065008,0.9393499
0.003376904,0.99662304
0.007102314,0.9928976
0.000378369,0.9996216
0.029974556,0.9700254
0.13761179,0.8623882
0.270941,0.72905904
0.46533948,0.5346605
0.21045093,0.78954905
0.000267428,0.99973255
4.55E-09,1
2.67E-09,1
1.15E-06,0.9999988
6.10E-05,0.9999391
0.000341269,0.9996587
0.001733936,0.99826604
0.007209003,0.99279094
0.004795024,0.99520504
0.04169931,0.9583007
6.77E-05,0.9999323
0.000139575,0.9998604
0.000454239,0.99954575
0.001101509,0.9988985
0.001820237,0.9981798
0.005532577,0.9944674
0.032777783,0.9672222
0.05826693,0.94173306
0.5862653,0.41373464
0.34348285,0.6565171
0.16407444,0.8359255
0.57261133,0.42738864
0.9006602,0.09933978
