,Feature,POD_mean,F_mean,FAR_mean,CSI_mean,PSS_mean,HSS_mean,ORSS_mean,CSS_mean
236,TMP_800mb,0.328358209,0.008329477,0.45,0.258823529,0.320028732,0.397672463,0.966219034,0.529433272
237,TMP_800mb,0.328358209,0.008792226,0.463414634,0.255813953,0.319565983,0.393561009,0.964359407,0.516009234
238,TMP_800mb,0.343283582,0.009254975,0.465116279,0.264367816,0.334028608,0.404173526,0.96488638,0.514746421
239,TMP_800mb,0.358208955,0.008792226,0.441860465,0.279069767,0.349416729,0.422793104,0.968712303,0.538459901
240,TMP_775mb,0.358208955,0.008329477,0.428571429,0.282352941,0.349879478,0.427090008,0.970348236,0.55175794
241,TMP_775mb,0.373134328,0.008792226,0.431818182,0.290697674,0.364342103,0.437028814,0.970633694,0.548951049
242,TMP_775mb,0.358208955,0.008792226,0.441860465,0.279069767,0.349416729,0.422793104,0.968712303,0.538459901
243,TMP_775mb,0.343283582,0.008329477,0.43902439,0.270588235,0.334954105,0.412512227,0.968371239,0.540856725
244,TMP_750mb,0.358208955,0.008792226,0.441860465,0.279069767,0.349416729,0.422793104,0.968712303,0.538459901
245,TMP_750mb,0.313432836,0.008792226,0.475,0.244186047,0.30464061,0.378550954,0.96188067,0.503976234
246,TMP_750mb,0.313432836,0.008792226,0.475,0.244186047,0.30464061,0.378550954,0.96188067,0.503976234
247,TMP_750mb,0.343283582,0.008792226,0.452380952,0.26744186,0.334491356,0.408306074,0.966628079,0.52749096
248,TMP_725mb,0.328358209,0.008329477,0.45,0.258823529,0.320028732,0.397672463,0.966219034,0.529433272
249,TMP_725mb,0.328358209,0.007866728,0.435897436,0.261904762,0.320491481,0.401858475,0.968080446,0.543545232
250,TMP_725mb,0.328358209,0.007866728,0.435897436,0.261904762,0.320491481,0.401858475,0.968080446,0.543545232
251,TMP_725mb,0.313432836,0.00740398,0.432432432,0.253012048,0.306028856,0.390811187,0.967846923,0.546572588
252,TMP_700mb,0.328358209,0.007866728,0.435897436,0.261904762,0.320491481,0.401858475,0.968080446,0.543545232
253,TMP_700mb,0.358208955,0.007866728,0.414634146,0.285714286,0.350342227,0.431463446,0.97198536,0.565704217
254,TMP_700mb,0.328358209,0.008329477,0.45,0.258823529,0.320028732,0.397672463,0.966219034,0.529433272
255,TMP_700mb,0.358208955,0.007866728,0.414634146,0.285714286,0.350342227,0.431463446,0.97198536,0.565704217
256,DPT_2maboveground,0.328358209,0.007866728,0.435897436,0.261904762,0.320491481,0.401858475,0.968080446,0.543545232
257,DPT_2maboveground,0.28358209,0.006941231,0.441176471,0.231707317,0.276640859,0.363347727,0.965296187,0.536945681
258,DPT_2maboveground,0.313432836,0.006941231,0.416666667,0.256097561,0.306491605,0.395050298,0.969840021,0.562347932
259,DPT_2maboveground,0.328358209,0.00740398,0.421052632,0.265060241,0.320954229,0.406121093,0.969943644,0.558399423
260,RH_2maboveground,0.328358209,0.006941231,0.405405405,0.268292683,0.321416978,0.410462439,0.971808633,0.574056028
261,RH_2maboveground,0.328358209,0.006941231,0.405405405,0.268292683,0.321416978,0.410462439,0.971808633,0.574056028
262,RH_2maboveground,0.328358209,0.00740398,0.421052632,0.265060241,0.320954229,0.406121093,0.969943644,0.558399423
263,RH_2maboveground,0.328358209,0.006941231,0.405405405,0.268292683,0.321416978,0.410462439,0.971808633,0.574056028
264,RH_975mb,0.328358209,0.00740398,0.421052632,0.265060241,0.320954229,0.406121093,0.969943644,0.558399423
265,RH_975mb,0.343283582,0.00740398,0.41025641,0.277108434,0.335879602,0.421153363,0.971861948,0.569643087
266,RH_975mb,0.328358209,0.00740398,0.421052632,0.265060241,0.320954229,0.406121093,0.969943644,0.558399423
267,RH_975mb,0.328358209,0.006478482,0.388888889,0.271604938,0.321879727,0.414884715,0.973675414,0.590581914
268,RH_950mb,0.328358209,0.006478482,0.388888889,0.271604938,0.321879727,0.414884715,0.973675414,0.590581914
269,RH_950mb,0.328358209,0.00740398,0.421052632,0.265060241,0.320954229,0.406121093,0.969943644,0.558399423
270,RH_950mb,0.328358209,0.00740398,0.421052632,0.265060241,0.320954229,0.406121093,0.969943644,0.558399423
271,RH_950mb,0.313432836,0.00740398,0.432432432,0.253012048,0.306028856,0.390811187,0.967846923,0.546572588
272,RH_925mb,0.28358209,0.006478482,0.424242424,0.234567901,0.277103607,0.367445439,0.967587122,0.553889694
273,RH_925mb,0.298507463,0.006478482,0.411764706,0.24691358,0.292028981,0.38355891,0.969815129,0.566813234
274,RH_925mb,0.298507463,0.006478482,0.411764706,0.24691358,0.292028981,0.38355891,0.969815129,0.566813234
275,RH_925mb,0.298507463,0.006478482,0.411764706,0.24691358,0.292028981,0.38355891,0.969815129,0.566813234
276,RH_900mb,0.298507463,0.006478482,0.411764706,0.24691358,0.292028981,0.38355891,0.969815129,0.566813234
277,RH_900mb,0.298507463,0.006478482,0.411764706,0.24691358,0.292028981,0.38355891,0.969815129,0.566813234
278,RH_900mb,0.28358209,0.006478482,0.424242424,0.234567901,0.277103607,0.367445439,0.967587122,0.553889694
279,RH_900mb,0.268656716,0.006478482,0.4375,0.222222222,0.262178234,0.351019955,0.965117462,0.540186703
280,RH_875mb,0.253731343,0.006478482,0.451612903,0.209876543,0.247252861,0.334273309,0.96236458,0.52562879
281,RH_875mb,0.253731343,0.006015733,0.433333333,0.2125,0.24771561,0.338205341,0.965021794,0.543918714
282,RH_875mb,0.268656716,0.006478482,0.4375,0.222222222,0.262178234,0.351019955,0.965117462,0.540186703
283,RH_875mb,0.298507463,0.00740398,0.444444444,0.240963855,0.291103483,0.375215882,0.965545679,0.53411395
284,RH_850mb,0.268656716,0.006941231,0.454545455,0.219512195,0.261715486,0.347040453,0.962655285,0.523131083
285,RH_850mb,0.23880597,0.006478482,0.466666667,0.197530864,0.232327488,0.317195987,0.959276792,0.510130422
286,RH_850mb,0.253731343,0.006478482,0.451612903,0.209876543,0.247252861,0.334273309,0.96236458,0.52562879
287,RH_850mb,0.268656716,0.006478482,0.4375,0.222222222,0.262178234,0.351019955,0.965117462,0.540186703
288,RH_825mb,0.253731343,0.006478482,0.451612903,0.209876543,0.247252861,0.334273309,0.96236458,0.52562879
289,RH_825mb,0.253731343,0.006478482,0.451612903,0.209876543,0.247252861,0.334273309,0.96236458,0.52562879
290,RH_825mb,0.23880597,0.006478482,0.466666667,0.197530864,0.232327488,0.317195987,0.959276792,0.510130422
291,RH_825mb,0.268656716,0.006478482,0.4375,0.222222222,0.262178234,0.351019955,0.965117462,0.540186703
292,RH_800mb,0.253731343,0.006478482,0.451612903,0.209876543,0.247252861,0.334273309,0.96236458,0.52562879
293,RH_800mb,0.253731343,0.006015733,0.433333333,0.2125,0.24771561,0.338205341,0.965021794,0.543918714
294,RH_800mb,0.28358209,0.005552985,0.387096774,0.240506329,0.278029105,0.375881227,0.972178617,0.591055251
295,RH_800mb,0.28358209,0.006015733,0.40625,0.2375,0.277566356,0.371622496,0.969881263,0.571892077
296,RH_775mb,0.28358209,0.006015733,0.40625,0.2375,0.277566356,0.371622496,0.969881263,0.571892077
297,RH_775mb,0.28358209,0.006941231,0.441176471,0.231707317,0.276640859,0.363347727,0.965296187,0.536945681
298,RH_775mb,0.23880597,0.006941231,0.483870968,0.195121951,0.231864739,0.31346935,0.956411498,0.492915559
299,RH_775mb,0.253731343,0.006941231,0.46875,0.207317073,0.246790112,0.330417414,0.959712076,0.50848133
300,RH_750mb,0.268656716,0.006015733,0.419354839,0.225,0.262640983,0.355077268,0.967583522,0.558342021
301,RH_750mb,0.253731343,0.005090236,0.392857143,0.217948718,0.248641107,0.34630702,0.970350404,0.584415584
302,RH_750mb,0.28358209,0.006941231,0.441176471,0.231707317,0.276640859,0.363347727,0.965296187,0.536945681
303,RH_750mb,0.268656716,0.006478482,0.4375,0.222222222,0.262178234,0.351019955,0.965117462,0.540186703
304,RH_725mb,0.268656716,0.006015733,0.419354839,0.225,0.262640983,0.355077268,0.967583522,0.558342021
305,RH_725mb,0.268656716,0.005552985,0.4,0.227848101,0.263103732,0.359214695,0.970053476,0.577707006
306,RH_725mb,0.298507463,0.006478482,0.411764706,0.24691358,0.292028981,0.38355891,0.969815129,0.566813234
307,RH_725mb,0.28358209,0.005552985,0.387096774,0.240506329,0.278029105,0.375881227,0.972178617,0.591055251
308,RH_700mb,0.298507463,0.006478482,0.411764706,0.24691358,0.292028981,0.38355891,0.969815129,0.566813234
309,RH_700mb,0.298507463,0.006478482,0.411764706,0.24691358,0.292028981,0.38355891,0.969815129,0.566813234
310,RH_700mb,0.298507463,0.006015733,0.393939394,0.25,0.292491729,0.387850424,0.971953822,0.584648305
311,RH_700mb,0.23880597,0.006478482,0.466666667,0.197530864,0.232327488,0.317195987,0.959276792,0.510130422
312,Q_surface,0.23880597,0.006015733,0.448275862,0.2,0.232790237,0.320996943,0.962147812,0.528531778
313,Q_surface,0.253731343,0.006015733,0.433333333,0.2125,0.24771561,0.338205341,0.965021794,0.543918714
314,Q_surface,0.164179104,0.005090236,0.5,0.141025641,0.159088868,0.235830125,0.949229374,0.474614687
315,Q_surface,0.164179104,0.004164739,0.45,0.144736842,0.160014366,0.242398878,0.958305758,0.524637681
316,LCLT,0.164179104,0.004164739,0.45,0.144736842,0.160014366,0.242398878,0.958305758,0.524637681
317,LCLT,0.164179104,0.004164739,0.45,0.144736842,0.160014366,0.242398878,0.958305758,0.524637681
318,LCLT,0.164179104,0.004627487,0.476190476,0.142857143,0.159551617,0.239078913,0.953759135,0.498435713
319,LCLT,0.164179104,0.00370199,0.421052632,0.146666667,0.160477115,0.245792386,0.962869338,0.553596531
320,VIS_surface,0.164179104,0.00370199,0.421052632,0.146666667,0.160477115,0.245792386,0.962869338,0.553596531
321,VIS_surface,0.149253731,0.003239241,0.411764706,0.135135135,0.14601449,0.228707119,0.963626419,0.562455104
322,VIS_surface,0.149253731,0.003239241,0.411764706,0.135135135,0.14601449,0.228707119,0.963626419,0.562455104
323,VIS_surface,0.149253731,0.005090236,0.523809524,0.128205128,0.144163495,0.216020699,0.943327157,0.450363562
324,VVEL_975mb,0.149253731,0.004627487,0.5,0.12987013,0.144626244,0.219088075,0.948369565,0.474184783
325,VVEL_975mb,0.149253731,0.004627487,0.5,0.12987013,0.144626244,0.219088075,0.948369565,0.474184783
326,VVEL_975mb,0.179104478,0.004164739,0.428571429,0.157894737,0.174939739,0.262137128,0.962384589,0.546507865
327,VVEL_975mb,0.149253731,0.003239241,0.411764706,0.135135135,0.14601449,0.228707119,0.963626419,0.562455104
328,VVEL_950mb,0.149253731,0.003239241,0.411764706,0.135135135,0.14601449,0.228707119,0.963626419,0.562455104
329,VVEL_950mb,0.029850746,0.014345211,0.939393939,0.020408163,0.015505536,0.220560679,0.357768924,0.030993304
330,VVEL_950mb,0.014925373,0.012956964,0.965517241,0.010526316,0.001968409,0.24271426,0.071590053,0.004469116
331,VVEL_950mb,0.014925373,0.012031467,0.962962963,0.010752688,0.002893906,0.264071637,0.108802908,0.007050667
332,VVEL_925mb,0.014925373,0.012031467,0.962962963,0.010752688,0.002893906,0.274071637,0.108802908,0.007050667
333,VVEL_925mb,0.014925373,0.012956964,0.965517241,0.010526316,0.001968409,0.28271426,0.071590053,0.004469116
334,VVEL_925mb,0.014925373,0.011568718,0.961538462,0.010869565,0.003356655,0.264771255,0.12836767,0.008488786
335,VVEL_925mb,0.014925373,0.011568718,0.961538462,0.010869565,0.003356655,0.314771255,0.12836767,0.008488786
336,VVEL_900mb,0.014925373,0.012031467,0.962962963,0.010752688,0.002893906,0.304071637,0.108802908,0.007050667
337,VVEL_900mb,0.014925373,0.012031467,0.962962963,0.010752688,0.002893906,0.254071637,0.108802908,0.007050667
338,VVEL_900mb,0.014925373,0.012031467,0.962962963,0.010752688,0.002893906,0.234071637,0.108802908,0.007050667
339,VVEL_900mb,0.029850746,0.012031467,0.928571429,0.021505376,0.017819279,0.22481867,0.432885906,0.041883117
340,VVEL_875mb,0.014925373,0.012031467,0.962962963,0.010752688,0.002893906,0.240716375,0.108802908,0.007050667
341,VVEL_875mb,0.014925373,0.011105969,0.96,0.010989011,0.003819404,0.254854037,0.148615963,0.010040853
342,VVEL_875mb,0.014925373,0.012956964,0.965517241,0.010526316,0.001968409,0.227142599,0.071590053,0.004469116
343,VVEL_875mb,0.014925373,0.012956964,0.965517241,0.010526316,0.001968409,0.227142599,0.071590053,0.004469116
344,VVEL_850mb,0.014925373,0.010643221,0.958333333,0.011111111,0.004282152,0.206214542,0.169584245,0.011721113
345,VVEL_850mb,0.014925373,0.010643221,0.958333333,0.011111111,0.004282152,0.216214542,0.169584245,0.011721113
346,VVEL_850mb,0.014925373,0.010180472,0.956521739,0.011235955,0.004744901,0.206959147,0.191311612,0.013546288
347,VVEL_850mb,0.014925373,0.009717723,0.954545455,0.011363636,0.00520765,0.207719715,0.213840045,0.015536141
348,VVEL_825mb,0.014925373,0.010643221,0.958333333,0.011111111,0.004282152,0.206214542,0.169584245,0.011721113
349,VVEL_825mb,0.014925373,0.011568718,0.961538462,0.010869565,0.003356655,0.204771255,0.12836767,0.008488786
350,VVEL_825mb,0.014925373,0.011568718,0.961538462,0.010869565,0.003356655,0.204771255,0.12836767,0.008488786
351,VVEL_825mb,0.014925373,0.011568718,0.961538462,0.010869565,0.003356655,0.204771255,0.12836767,0.008488786
352,VVEL_800mb,0.014925373,0.011105969,0.96,0.010989011,0.003819404,0.205485404,0.148615963,0.010040853
353,VVEL_800mb,0.014925373,0.011568718,0.961538462,0.010869565,0.003356655,0.204771255,0.12836767,0.008488786
354,VVEL_800mb,0.014925373,0.012031467,0.962962963,0.010752688,0.002893906,0.204071637,0.108802908,0.007050667
355,VVEL_800mb,0.014925373,0.012956964,0.965517241,0.010526316,0.001968409,0.20271426,0.071590053,0.004469116
356,VVEL_775mb,0.014925373,0.013882462,0.967741935,0.010309278,0.001042911,0.201409963,0.036730722,0.0022171
357,VVEL_775mb,0.014925373,0.014345211,0.96875,0.010204082,0.000580163,0.200776756,0.020114943,0.001195355
358,VVEL_775mb,0.014925373,0.013882462,0.967741935,0.010309278,0.001042911,0.201409963,0.036730722,0.0022171
359,VVEL_775mb,0.014925373,0.016658954,0.972972973,0.009708738,-0.001733581,0.202213853,-0.055765385,-0.003096204
360,VVEL_750mb,0.014925373,0.016658954,0.972972973,0.009708738,-0.001733581,0.202213853,-0.055765385,-0.003096204
361,VVEL_750mb,0.014925373,0.015733457,0.971428571,0.00990099,-0.000808084,0.201051374,-0.02676733,-0.001524331
362,VVEL_750mb,0.014925373,0.016196205,0.972222222,0.009803922,-0.001270832,0.201638031,-0.04147881,-0.002331711
363,VVEL_750mb,0.014925373,0.017584452,0.974358974,0.00952381,-0.002659079,0.20333417,-0.083135392,-0.004509728
364,VVEL_725mb,0.014925373,0.017584452,0.974358974,0.00952381,-0.002659079,0.20333417,-0.083135392,-0.004509728
365,VVEL_725mb,0.014925373,0.017121703,0.973684211,0.009615385,-0.00219633,0.202779137,-0.069645204,-0.003821197
366,VVEL_725mb,0.014925373,0.0180472,0.975,0.009433962,-0.003121827,0.203879229,-0.096252129,-0.005164534
367,VVEL_725mb,0.014925373,0.018509949,0.975609756,0.009345794,-0.003584576,0.204414579,-0.109010712,-0.005788083
368,VVEL_700mb,0.014925373,0.017121703,0.973684211,0.009615385,-0.00219633,0.202779137,-0.069645204,-0.003821197
369,VVEL_700mb,0.014925373,0.017584452,0.974358974,0.00952381,-0.002659079,0.20333417,-0.083135392,-0.004509728
370,VVEL_700mb,0.014925373,0.019898195,0.977272727,0.009090909,-0.004972822,0.205964906,-0.14527845,-0.007492507
371,VVEL_700mb,0.029850746,0.020360944,0.956521739,0.018018018,0.009489802,0.211188925,0.193684804,0.013689077
372,analysed_sst,0.029850746,0.021286441,0.958333333,0.017699115,0.008564305,0.429928419,0.171745152,0.011850153
373,analysed_sst,0.029850746,0.024525683,0.963636364,0.016666667,0.005325064,0.435831058,0.100639603,0.006451073
374,analysed_sst,0.014925373,0.024062934,0.981132075,0.008403361,-0.009137561,0.450166834,-0.238765566,-0.011476903
375,analysed_sst,0.029850746,0.024988431,0.964285714,0.016528926,0.004862315,0.435282509,0.091144485,0.005787951
376,TMP-DPT,0.029850746,0.024525683,0.963636364,0.016666667,0.005325064,0.425831058,0.100639603,0.006451073
377,TMP-DPT,0.029850746,0.03285516,0.97260274,0.014492754,-0.003004413,0.412879479,-0.04945992,-0.002765153
378,TMP-DPT,0.029850746,0.033317908,0.972972973,0.014388489,-0.003467162,0.433001131,-0.056671935,-0.003149389
379,TMP-DPT,0.029850746,0.037482647,0.975903614,0.013513514,-0.007631901,0.426840453,-0.117241379,-0.006206645
380,TMP-SST,0.029850746,0.036557149,0.975308642,0.01369863,-0.006706403,0.476089874,-0.10441983,-0.005583444
381,TMP-SST,0.029850746,0.033317908,0.972972973,0.014388489,-0.003467162,0.483300113,-0.056671935,-0.003149389
382,TMP-SST,0.029850746,0.034706155,0.974025974,0.014084507,-0.004855408,0.484527976,-0.077705317,-0.004244477
383,TMP-SST,0.029850746,0.032392411,0.972222222,0.01459854,-0.002541665,0.462452974,-0.042143839,-0.002370645
384,analysed_sst,0.029850746,0.032392411,0.972222222,0.01459854,-0.002541665,0.472452974,-0.042143839,-0.002370645
