Date,VIS,CAT
20140717,7,1
20140718,7,1
20140718,7,1
20140718,10,1
20140718,10,1
20140723,7,1
20140723,10,1
20140723,10,1
20140723,10,1
20140725,10,1
20140725,10,1
20140725,10,1
20140725,10,1
20140801,7,1
20140801,7,1
20140801,7,1
20140801,10,1
20140803,10,1
20140803,10,1
20140803,10,1
20140803,10,1
20140804,10,1
20140804,10,1
20140804,10,1
20140804,10,1
20140805,10,1
20140805,10,1
20140805,10,1
20140805,10,1
20140806,10,1
20140806,10,1
20140806,10,1
20140806,7,1
20140807,10,1
20140807,10,1
20140807,10,1
20140807,10,1
20140808,10,1
20140808,10,1
20140808,10,1
20140808,10,1
20140809,10,1
20140809,10,1
20140809,10,1
20140809,10,1
20140810,10,1
20140810,10,1
20140810,10,1
20140810,10,1
20140811,10,1
20140811,10,1
20140811,10,1
20140811,10,1
20140813,10,1
20140813,10,1
20140813,10,1
20140813,10,1
20140814,10,1
20140814,10,1
20140814,10,1
20140814,10,1
20140815,10,1
20140815,10,1
20140815,10,1
20140815,10,1
20140816,10,1
20140816,10,1
20140816,10,1
20140816,10,1
20140817,10,1
20140817,7,1
20140817,7,1
20140817,7,1
20140818,7,1
20140818,7,1
20140818,10,1
20140818,7,1
20140820,10,1
20140820,7,1
20140820,10,1
20140820,7,1
20140821,7,1
20140821,7,1
20140821,7,1
20140821,7,1
20140822,7,1
20140822,7,1
20140822,7,1
20140822,10,1
20140823,10,1
20140823,7,1
20140823,10,1
20140823,10,1
20140824,10,1
20140824,10,1
20140824,10,1
20140824,10,1
20140825,10,1
20140825,10,1
20140825,10,1
20140825,10,1
20140826,10,1
20140826,10,1
20140826,10,1
20140826,10,1
20140827,10,1
20140827,10,1
20140827,10,1
20140827,10,1
20140902,10,1
20140902,10,1
20140902,10,1
20140902,7,1
20140903,7,1
20140903,7,1
20140903,7,1
20140903,7,1
20140904,10,1
20140904,10,1
20140904,10,1
20140904,10,1
20140905,10,1
20140905,10,1
20140905,10,1
20140905,10,1
20140906,10,1
20140906,10,1
20140906,10,1
20140906,10,1
20140907,10,1
20140907,10,1
20140907,10,1
20140907,10,1
20140908,10,1
20140908,10,1
20140908,10,1
20140908,10,1
20140909,10,1
20140909,10,1
20140909,10,1
20140909,10,1
20140910,10,1
20140910,10,1
20140910,10,1
20140910,10,1
20140911,10,1
20140911,10,1
20140911,10,1
20140911,10,1
20140914,10,1
20140914,7,1
20140914,7,1
20140914,10,1
20140915,10,1
20140915,7,1
20140915,10,1
20140915,10,1
20140916,10,1
20140916,10,1
20140916,10,1
20140916,10,1
20140917,10,1
20140917,10,1
20140917,10,1
20140917,10,1
20140919,10,1
20140919,10,1
20140919,10,1
20140919,10,1
20140920,10,1
20140920,10,1
20140920,10,1
20140920,10,1
20140921,10,1
20140921,10,1
20140921,10,1
20140921,10,1
20140922,10,1
20140922,10,1
20140922,10,1
20140922,10,1
20140923,10,1
20140923,10,1
20140923,10,1
20140923,10,1
20140924,10,1
20140924,10,1
20140924,10,1
20140924,10,1
20140925,10,1
20140925,10,1
20140925,10,1
20140925,10,1
20140929,10,1
20140929,10,1
20140929,10,1
20140929,10,1
20140930,10,1
20140930,10,1
20140930,10,1
20140930,10,1
20141001,10,1
20141001,10,1
20141001,10,1
20141001,10,1
20141002,7,1
20141002,7,1
20141002,10,1
20141002,7,1
20141004,10,1
20141004,10,1
20141004,10,1
20141004,10,1
20141005,10,1
20141005,10,1
20141005,10,1
20141005,10,1
20141006,10,1
20141006,10,1
20141006,10,1
20141006,10,1
20141007,10,1
20141007,7,1
20141007,10,1
20141007,10,1
20141008,10,1
20141008,10,1
20141008,10,1
20141008,7,1
20141009,10,1
20141009,10,1
20141009,10,1
20141009,10,1
20141010,10,1
20141010,10,1
20141010,7,1
20141010,7,1
20141011,10,1
20141011,10,1
20141011,10,1
20141011,10,1
20141013,10,1
20141013,10,1
20141013,10,1
20141013,10,1
20141014,10,1
20141014,10,1
20141014,10,1
20141014,10,1
20141015,10,1
20141015,10,1
20141015,10,1
20141015,10,1
20141016,10,1
20141016,10,1
20141016,10,1
20141016,10,1
20141017,10,1
20141017,10,1
20141017,10,1
20141017,10,1
20141018,10,1
20141018,10,1
20141018,10,1
20141018,10,1
20141019,10,1
20141019,10,1
20141019,10,1
20141019,10,1
20141021,10,1
20141021,10,1
20141021,10,1
20141021,10,1
20141022,10,1
20141022,10,1
20141022,10,1
20141022,10,1
20141023,10,1
20141023,10,1
20141023,10,1
20141023,10,1
20141024,10,1
20141024,10,1
20141024,10,1
20141024,10,1
20141025,10,1
20141025,10,1
20141025,10,1
20141025,10,1
20141026,10,1
20141026,10,1
20141026,10,1
20141026,10,1
20141027,10,1
20141027,10,1
20141027,10,1
20141027,10,1
20141028,10,1
20141028,10,1
20141028,10,1
20141028,10,1
20141029,10,1
20141029,10,1
20141029,10,1
20141029,10,1
20141030,10,1
20141030,10,1
20141030,10,1
20141030,10,1
20141031,10,1
20141031,10,1
20141031,10,1
20141031,10,1
20141101,10,1
20141101,10,1
20141101,10,1
20141101,10,1
20141102,10,1
20141102,10,1
20141102,10,1
20141102,10,1
20141103,10,1
20141103,10,1
20141103,7,1
20141103,10,1
20141104,10,1
20141104,10,1
20141104,7,1
20141104,7,1
20141108,10,1
20141108,10,1
20141108,10,1
20141108,10,1
20141109,10,1
20141109,10,1
20141109,10,1
20141109,10,1
20141110,10,1
20141110,10,1
20141110,10,1
20141110,10,1
20141111,7,1
20141111,5,1
20141111,10,1
20141111,10,1
20141114,10,1
20141114,10,1
20141114,10,1
20141114,10,1
20141115,10,1
20141115,10,1
20141115,7,1
20141115,7,1
20141117,10,1
20141117,10,1
20141117,10,1
20141117,10,1
20141118,10,1
20141118,10,1
20141118,10,1
20141118,10,1
20141120,10,1
20141120,7,1
20141120,7,1
20141120,7,1
20141122,7,1
20141122,7,1
20141122,4,1
20141122,4,1
20141123,10,1
20141123,10,1
20141123,10,1
20141123,5,1
20141124,10,1
20141124,10,1
20141124,10,1
20141124,10,1
20141125,10,1
20141125,10,1
20141125,10,1
20141125,10,1
20141126,10,1
20141126,10,1
20141126,10,1
20141126,10,1
20141127,10,1
20141127,10,1
20141127,10,1
20141127,10,1
20141128,10,1
20141128,10,1
20141128,10,1
20141128,10,1
20141129,10,1
20141129,7,1
20141129,10,1
20141129,7,1
20141130,7,1
20141130,7,1
20141130,7,1
20141130,10,1
20141201,4,1
20141201,2,1
20141201,10,1
20141201,10,1
20141202,10,1
20141202,10,1
20141202,10,1
20141202,10,1
20141203,5,1
20141203,4,1
20141203,7,1
20141203,5,1
20141204,5,1
20141204,5,1
20141204,10,1
20141204,5,1
20141205,5,1
20141205,0.75,0
20141205,7,1
20141205,7,1
20141206,5,1
20141206,5,1
20141206,10,1
20141206,10,1
20141207,7,1
20141207,7,1
20141207,7,1
20141207,7,1
20141208,7,1
20141208,10,1
20141208,10,1
20141208,10,1
20141209,10,1
20141209,10,1
20141209,10,1
20141209,10,1
20141210,7,1
20141210,10,1
20141210,10,1
20141210,10,1
20141211,10,1
20141211,10,1
20141211,10,1
20141211,10,1
20141212,10,1
20141212,10,1
20141212,10,1
20141212,10,1
20141213,10,1
20141213,7,1
20141213,10,1
20141213,10,1
20141214,10,1
20141214,7,1
20141214,10,1
20141214,7,1
20141215,7,1
20141215,4,1
20141215,7,1
20141215,5,1
20141216,4,1
20141216,10,1
20141216,10,1
20141216,10,1
20141217,10,1
20141217,10,1
20141217,10,1
20141217,10,1
20141218,10,1
20141218,7,1
20141218,10,1
20141218,10,1
20141219,7,1
20141219,5,1
20141219,10,1
20141219,10,1
20141220,10,1
20141220,10,1
20141220,10,1
20141220,10,1
20141221,10,1
20141221,10,1
20141221,10,1
20141221,10,1
20141222,7,1
20141222,7,1
20141222,10,1
20141222,7,1
20141223,2,1
20141223,2.5,1
20141223,10,1
20141223,10,1
20141224,10,1
20141224,10,1
20141224,10,1
20141224,10,1
20141225,10,1
20141225,10,1
20141225,10,1
20141225,10,1
20141226,10,1
20141226,7,1
20141226,7,1
20141226,4,1
20141227,3,1
20141227,4,1
20141227,5,1
20141227,10,1
20141229,10,1
20141229,10,1
20141229,10,1
20141229,10,1
20141230,10,1
20141230,10,1
20141230,10,1
20141230,10,1
20141231,10,1
20141231,10,1
20141231,10,1
20141231,10,1
20150101,10,1
20150101,5,1
20150101,10,1
20150101,4,1
20150103,4,1
20150103,10,1
20150103,10,1
20150103,10,1
20150104,10,1
20150104,10,1
20150104,10,1
20150104,10,1
20150105,10,1
20150105,10,1
20150105,10,1
20150105,10,1
20150106,10,1
20150106,10,1
20150106,10,1
20150106,10,1
20150107,10,1
20150107,10,1
20150107,10,1
20150107,10,1
20150108,10,1
20150108,10,1
20150108,10,1
20150108,10,1
20150109,10,1
20150109,10,1
20150109,10,1
20150109,10,1
20150112,7,1
20150112,0.5,0
20150112,2,1
20150112,10,1
20150113,10,1
20150113,10,1
20150113,5,1
20150113,10,1
20150114,10,1
20150114,7,1
20150114,7,1
20150114,10,1
20150115,5,1
20150115,5,1
20150115,10,1
20150115,10,1
20150116,10,1
20150116,7,1
20150116,10,1
20150116,10,1
20150117,10,1
20150117,10,1
20150117,10,1
20150117,10,1
20150118,10,1
20150118,10,1
20150118,10,1
20150118,10,1
20150119,10,1
20150119,10,1
20150119,10,1
20150119,10,1
20150121,3,1
20150121,0.5,0
20150121,10,1
20150121,7,1
20150122,5,1
20150122,4,1
20150122,2,1
20150122,10,1
20150124,10,1
20150124,10,1
20150124,10,1
20150124,10,1
20150125,10,1
20150125,10,1
20150125,10,1
20150125,10,1
20150126,10,1
20150126,10,1
20150126,10,1
20150126,10,1
20150127,10,1
20150127,10,1
20150127,10,1
20150127,10,1
20150128,10,1
20150128,10,1
20150128,10,1
20150128,10,1
20150129,10,1
20150129,10,1
20150129,10,1
20150129,10,1
20150130,10,1
20150130,10,1
20150130,10,1
20150130,7,1
20150131,10,1
20150131,7,1
20150131,7,1
20150131,5,1
20150201,10,1
20150201,5,1
20150201,10,1
20150201,10,1
20150202,10,1
20150202,10,1
20150202,10,1
20150202,10,1
20150205,7,1
20150205,7,1
20150205,10,1
20150205,10,1
20150206,10,1
20150206,10,1
20150206,10,1
20150206,10,1
20150207,5,1
20150207,1.5,1
20150207,10,1
20150207,10,1
20150208,10,1
20150208,7,1
20150208,5,1
20150208,10,1
20150215,10,1
20150215,10,1
20150215,10,1
20150215,7,1
20150216,10,1
20150216,7,1
20150216,7,1
20150216,10,1
20150217,10,1
20150217,10,1
20150217,10,1
20150217,10,1
20150218,10,1
20150218,10,1
20150218,10,1
20150218,10,1
20150219,10,1
20150219,10,1
20150219,10,1
20150219,10,1
20150223,10,1
20150223,10,1
20150223,5,1
20150223,10,1
20150224,10,1
20150224,10,1
20150224,10,1
20150224,10,1
20150225,5,1
20150225,5,1
20150225,10,1
20150225,10,1
20150226,10,1
20150226,7,1
20150226,10,1
20150226,10,1
20150227,10,1
20150227,10,1
20150227,7,1
20150227,7,1
20150301,3,1
20150301,3,1
20150301,1.25,1
20150301,3,1
20150302,2.5,1
20150302,4,1
20150302,4,1
20150302,5,1
20150303,0.5,0
20150303,0.5,0
20150303,3,1
20150303,5,1
20150304,0.75,0
20150304,0.25,0
20150304,7,1
20150304,4,1
20150306,10,1
20150306,10,1
20150306,10,1
20150306,10,1
20150307,10,1
20150307,10,1
20150307,10,1
20150307,10,1
20150310,10,1
20150310,10,1
20150310,10,1
20150310,10,1
20150313,10,1
20150313,5,1
20150313,10,1
20150313,10,1
20150314,10,1
20150314,10,1
20150314,10,1
20150314,10,1
20150315,10,1
20150315,10,1
20150315,10,1
20150315,10,1
20150317,0.25,0
20150317,0.5,0
20150317,10,1
20150317,10,1
20150320,0.75,0
20150320,1,0
20150320,7,1
20150320,1.25,1
20150321,0.25,0
20150321,1.5,1
20150321,10,1
20150321,7,1
20150322,7,1
20150322,10,1
20150322,10,1
20150322,10,1
20150324,10,1
20150324,10,1
20150324,10,1
20150324,10,1
20150325,10,1
20150325,10,1
20150325,10,1
20150325,10,1
20150326,10,1
20150326,5,1
20150326,10,1
20150326,10,1
20150327,10,1
20150327,10,1
20150327,10,1
20150327,10,1
20150328,10,1
20150328,10,1
20150328,10,1
20150328,10,1
20150329,10,1
20150329,10,1
20150329,10,1
20150329,10,1
20150330,7,1
20150330,7,1
20150330,10,1
20150330,7,1
20150331,7,1
20150331,5,1
20150331,7,1
20150331,5,1
20150401,7,1
20150401,4,1
20150401,4,1
20150401,7,1
20150402,3,1
20150402,1,0
20150402,7,1
20150402,7,1
20150403,0.5,0
20150403,4,1
20150403,5,1
20150403,7,1
20150404,5,1
20150404,10,1
20150404,10,1
20150404,10,1
20150405,7,1
20150405,5,1
20150405,10,1
20150405,10,1
20150406,5,1
20150406,5,1
20150406,7,1
20150406,7,1
20150407,5,1
20150407,4,1
20150407,5,1
20150407,7,1
20150408,7,1
20150408,5,1
20150408,7,1
20150408,5,1
20150409,5,1
20150409,4,1
20150409,5,1
20150409,5,1
20150416,10,1
20150416,10,1
20150416,7,1
20150416,5,1
20150417,7,1
20150417,4,1
20150417,7,1
20150417,5,1
20150419,7,1
20150419,7,1
20150419,10,1
20150419,7,1
20150420,5,1
20150420,10,1
20150420,10,1
20150420,10,1
20150421,10,1
20150421,10,1
20150421,10,1
20150421,10,1
20150423,10,1
20150423,0.75,0
20150423,10,1
20150423,7,1
20150424,3,1
20150424,5,1
20150424,10,1
20150424,4,1
20150426,0.25,0
20150426,0.5,0
20150426,3,1
20150426,2.5,1
20150427,0.75,0
20150427,2,1
20150427,7,1
20150427,7,1
20150428,10,1
20150428,10,1
20150428,10,1
20150428,10,1
20150429,10,1
20150429,10,1
20150429,10,1
20150429,10,1
20150430,10,1
20150430,10,1
20150430,10,1
20150430,10,1
20150501,10,1
20150501,10,1
20150501,10,1
20150501,10,1
20150502,10,1
20150502,10,1
20150502,10,1
20150502,10,1
20150503,10,1
20150503,10,1
20150503,10,1
20150503,10,1
20150504,10,1
20150504,10,1
20150504,10,1
20150504,10,1
20150505,10,1
20150505,10,1
20150505,10,1
20150505,5,1
20150506,7,1
20150506,7,1
20150506,7,1
20150506,7,1
20150507,7,1
20150507,7,1
20150507,7,1
20150507,7,1
20150508,5,1
20150508,4,1
20150508,7,1
20150508,5,1
20150511,5,1
20150511,4,1
20150511,5,1
20150511,4,1
20150514,7,1
20150514,5,1
20150514,7,1
20150514,7,1
20150515,10,1
20150515,7,1
20150515,7,1
20150515,10,1
20150518,5,1
20150518,7,1
20150518,7,1
20150518,7,1
20150519,7,1
20150519,7,1
20150519,10,1
20150519,10,1
20150520,10,1
20150520,5,1
20150520,10,1
20150520,10,1
20150522,10,1
20150522,10,1
20150522,10,1
20150522,10,1
20150523,10,1
20150523,10,1
20150523,10,1
20150523,10,1
20150524,7,1
20150524,10,1
20150524,10,1
20150524,10,1
20150525,10,1
20150525,7,1
20150525,7,1
20150525,7,1
20150526,5,1
20150526,5,1
20150526,7,1
20150526,7,1
20150527,7,1
20150527,7,1
20150527,7,1
20150527,7,1
20150528,7,1
20150528,7,1
20150528,7,1
20150528,10,1
20150530,10,1
20150530,10,1
20150530,10,1
20150530,10,1
20150531,10,1
20150531,10,1
20150531,10,1
20150531,10,1
20150601,10,1
20150601,10,1
20150601,10,1
20150601,10,1
20150602,10,1
20150602,10,1
20150602,10,1
20150602,10,1
20150603,10,1
20150603,10,1
20150603,10,1
20150603,10,1
20150604,10,1
20150604,10,1
20150604,10,1
20150604,10,1
20150605,10,1
20150605,10,1
20150605,10,1
20150605,10,1
20150606,10,1
20150606,10,1
20150606,10,1
20150606,10,1
20150607,10,1
20150607,10,1
20150607,10,1
20150607,10,1
20150608,10,1
20150608,10,1
20150608,10,1
20150608,10,1
20150609,10,1
20150609,10,1
20150609,10,1
20150609,10,1
20150611,10,1
20150611,10,1
20150611,10,1
20150611,10,1
20150612,10,1
20150612,10,1
20150612,10,1
20150612,10,1
20150614,7,1
20150614,7,1
20150614,10,1
20150614,10,1
20150615,10,1
20150615,10,1
20150615,10,1
20150615,10,1
20150616,10,1
20150616,10,1
20150616,7,1
20150616,10,1
20150619,7,1
20150619,7,1
20150619,10,1
20150619,10,1
20150620,10,1
20150620,10,1
20150620,10,1
20150620,7,1
20150621,7,1
20150621,7,1
20150621,7,1
20150621,7,1
20150622,10,1
20150622,7,1
20150622,7,1
20150622,10,1
20150623,10,1
20150623,10,1
20150623,10,1
20150623,10,1
20150625,10,1
20150625,10,1
20150625,10,1
20150625,10,1
20150626,10,1
20150626,10,1
20150626,10,1
20150626,10,1
20150628,10,1
20150628,10,1
20150628,10,1
20150628,7,1
20150703,7,1
20150703,5,1
20150703,7,1
20150703,7,1
20150704,10,1
20150704,7,1
20150704,10,1
20150704,10,1
20150706,7,1
20150706,5,1
20150706,7,1
20150706,7,1
20150707,7,1
20150707,5,1
20150707,7,1
20150707,5,1
20150709,7,1
20150709,4,1
20150709,7,1
20150709,7,1
20150710,7,1
20150710,5,1
20150710,7,1
20150710,10,1
20150711,10,1
20150711,7,1
20150711,10,1
20150711,10,1
20150712,10,1
20150712,10,1
20150712,10,1
20150712,10,1
20150713,10,1
20150713,10,1
20150713,10,1
20150713,10,1
20150714,10,1
20150714,10,1
20150714,10,1
20150714,10,1
20150715,10,1
20150715,10,1
20150715,10,1
20150715,10,1
20150716,10,1
20150716,10,1
20150716,10,1
20150716,10,1
20150717,10,1
20150717,10,1
20150717,10,1
20150717,10,1
20150718,10,1
20150718,7,1
20150718,10,1
20150718,10,1
20150719,10,1
20150719,5,1
20150719,10,1
20150719,10,1
20150720,10,1
20150720,10,1
20150720,10,1
20150720,10,1
20150721,10,1
20150721,7,1
20150721,10,1
20150721,10,1
20150722,10,1
20150722,7,1
20150722,7,1
20150722,7,1
20150723,7,1
20150723,5,1
20150723,10,1
20150723,10,1
20150724,7,1
20150724,7,1
20150724,10,1
20150724,10,1
20150725,10,1
20150725,5,1
20150725,10,1
20150725,10,1
20150726,10,1
20150726,7,1
20150726,10,1
20150726,7,1
20150727,10,1
20150727,7,1
20150727,10,1
20150727,7,1
20150728,7,1
20150728,7,1
20150728,7,1
20150728,7,1
20150729,7,1
20150729,4,1
20150729,7,1
20150729,10,1
20150730,10,1
20150730,10,1
20150730,10,1
20150730,10,1
20150801,10,1
20150801,10,1
20150801,10,1
20150801,10,1
20150803,10,1
20150803,10,1
20150803,10,1
20150803,10,1
20150804,10,1
20150804,10,1
20150804,10,1
20150804,10,1
20150805,10,1
20150805,10,1
20150805,10,1
20150805,10,1
20150808,10,1
20150808,7,1
20150808,10,1
20150808,7,1
20150809,10,1
20150809,7,1
20150809,10,1
20150809,10,1
20150810,10,1
20150810,7,1
20150810,10,1
20150810,10,1
20150811,10,1
20150811,10,1
20150811,10,1
20150811,10,1
20150812,10,1
20150812,10,1
20150812,10,1
20150812,10,1
20150813,10,1
20150813,10,1
20150813,10,1
20150813,10,1
20150814,10,1
20150814,10,1
20150814,10,1
20150814,10,1
20150815,10,1
20150815,10,1
20150815,10,1
20150815,10,1
20150816,10,1
20150816,10,1
20150816,10,1
20150816,10,1
20150818,10,1
20150818,10,1
20150818,10,1
20150818,10,1
20150819,10,1
20150819,10,1
20150819,10,1
20150819,10,1
20150821,10,1
20150821,10,1
20150821,10,1
20150821,10,1
20150822,10,1
20150822,10,1
20150822,10,1
20150822,10,1
20150823,10,1
20150823,10,1
20150823,10,1
20150823,10,1
20150824,10,1
20150824,10,1
20150824,10,1
20150824,10,1
20150825,10,1
20150825,10,1
20150825,10,1
20150825,10,1
20150826,10,1
20150826,10,1
20150826,10,1
20150826,10,1
20150827,10,1
20150827,10,1
20150827,10,1
20150827,10,1
20150828,10,1
20150828,10,1
20150828,10,1
20150828,10,1
20150829,10,1
20150829,10,1
20150829,10,1
20150829,10,1
20150830,10,1
20150830,10,1
20150830,10,1
20150830,10,1
20150831,10,1
20150831,10,1
20150831,10,1
20150831,10,1
20150902,10,1
20150902,10,1
20150902,10,1
20150902,10,1
20150903,10,1
20150903,10,1
20150903,10,1
20150903,10,1
20150904,10,1
20150904,10,1
20150904,10,1
20150904,10,1
20150905,10,1
20150905,10,1
20150905,10,1
20150905,10,1
20150906,10,1
20150906,10,1
20150906,10,1
20150906,10,1
20150907,10,1
20150907,10,1
20150907,10,1
20150907,10,1
20150908,10,1
20150908,10,1
20150908,10,1
20150908,10,1
20150909,10,1
20150909,10,1
20150909,10,1
20150909,10,1
20150912,10,1
20150912,10,1
20150912,10,1
20150912,10,1
20150913,10,1
20150913,10,1
20150913,10,1
20150913,10,1
20150914,10,1
20150914,10,1
20150914,10,1
20150914,10,1
20150915,10,1
20150915,10,1
20150915,10,1
20150915,10,1
20150916,10,1
20150916,10,1
20150916,10,1
20150916,10,1
20150917,10,1
20150917,10,1
20150917,10,1
20150917,10,1
20150918,10,1
20150918,10,1
20150918,10,1
20150918,10,1
20150919,10,1
20150919,10,1
20150919,10,1
20150919,10,1
20150920,10,1
20150920,10,1
20150920,10,1
20150920,10,1
20150921,10,1
20150921,10,1
20150921,10,1
20150921,10,1
20150922,10,1
20150922,10,1
20150922,10,1
20150922,10,1
20150923,10,1
20150923,10,1
20150923,10,1
20150923,10,1
20150924,10,1
20150924,10,1
20150924,10,1
20150924,10,1
20150928,10,1
20150928,10,1
20150928,10,1
20150928,10,1
20150930,10,1
20150930,10,1
20150930,10,1
20150930,10,1
20151001,10,1
20151001,10,1
20151001,10,1
20151001,10,1
20151002,10,1
20151002,10,1
20151002,10,1
20151002,10,1
20151004,10,1
20151004,10,1
20151004,10,1
20151004,10,1
20151005,10,1
20151005,10,1
20151005,10,1
20151005,10,1
20151006,10,1
20151006,10,1
20151006,10,1
20151006,10,1
20151007,10,1
20151007,10,1
20151007,10,1
20151007,10,1
20151008,10,1
20151008,10,1
20151008,10,1
20151008,10,1
20151010,10,1
20151010,10,1
20151010,10,1
20151010,10,1
20151011,10,1
20151011,10,1
20151011,10,1
20151011,10,1
20151012,10,1
20151012,10,1
20151012,10,1
20151012,10,1
20151013,10,1
20151013,10,1
20151013,10,1
20151013,10,1
20151014,10,1
20151014,10,1
20151014,10,1
20151014,10,1
20151015,10,1
20151015,10,1
20151015,10,1
20151015,10,1
20151016,10,1
20151016,10,1
20151016,10,1
20151016,10,1
20151017,10,1
20151017,10,1
20151017,10,1
20151017,10,1
20151018,10,1
20151018,10,1
20151018,10,1
20151018,10,1
20151019,10,1
20151019,10,1
20151019,10,1
20151019,10,1
20151020,10,1
20151020,10,1
20151020,10,1
20151020,10,1
20151021,10,1
20151021,10,1
20151021,7,1
20151021,7,1
20151023,5,1
20151023,4,1
20151023,5,1
20151023,10,1
20151026,10,1
20151026,10,1
20151026,10,1
20151026,10,1
20151027,10,1
20151027,10,1
20151027,10,1
20151027,10,1
20151028,10,1
20151028,10,1
20151028,10,1
20151028,10,1
20151029,10,1
20151029,10,1
20151029,10,1
20151029,10,1
20151104,10,1
20151104,10,1
20151104,10,1
20151104,10,1
20151105,10,1
20151105,7,1
20151105,10,1
20151105,10,1
20151106,7,1
20151106,7,1
20151106,10,1
20151106,10,1
20151107,10,1
20151107,10,1
20151107,10,1
20151107,10,1
20151108,10,1
20151108,10,1
20151108,10,1
20151108,10,1
20151109,10,1
20151109,10,1
20151109,10,1
20151109,10,1
20151110,10,1
20151110,10,1
20151110,10,1
20151110,10,1
20151112,10,1
20151112,10,1
20151112,10,1
20151112,10,1
20151113,10,1
20151113,10,1
20151113,10,1
20151113,10,1
20151114,10,1
20151114,10,1
20151114,10,1
20151114,10,1
20151115,10,1
20151115,10,1
20151115,10,1
20151115,10,1
20151116,10,1
20151116,7,1
20151116,7,1
20151116,7,1
20151118,10,1
20151118,10,1
20151118,10,1
20151118,10,1
20151119,10,1
20151119,10,1
20151119,10,1
20151119,10,1
20151120,10,1
20151120,10,1
20151120,10,1
20151120,7,1
20151121,7,1
20151121,10,1
20151121,10,1
20151121,10,1
20151122,10,1
20151122,10,1
20151122,10,1
20151122,10,1
20151123,10,1
20151123,10,1
20151123,10,1
20151123,10,1
20151124,10,1
20151124,10,1
20151124,10,1
20151124,10,1
20151125,10,1
20151125,10,1
20151125,7,1
20151125,10,1
20151126,7,1
20151126,7,1
20151126,10,1
20151126,5,1
20151128,4,1
20151128,7,1
20151128,3,1
20151128,10,1
20151129,10,1
20151129,7,1
20151129,10,1
20151129,10,1
20151130,4,1
20151130,10,1
20151130,10,1
20151130,10,1
20151201,10,1
20151201,10,1
20151201,10,1
20151201,10,1
20151202,7,1
20151202,10,1
20151202,10,1
20151202,10,1
20151203,10,1
20151203,10,1
20151203,10,1
20151203,10,1
20151204,10,1
20151204,10,1
20151204,10,1
20151204,10,1
20151205,10,1
20151205,10,1
20151205,10,1
20151205,10,1
20151206,10,1
20151206,10,1
20151206,10,1
20151206,10,1
20151207,10,1
20151207,10,1
20151207,10,1
20151207,10,1
20151208,5,1
20151208,0.25,0
20151208,10,1
20151208,10,1
20151209,10,1
20151209,0.25,0
20151209,10,1
20151209,10,1
20151210,10,1
20151210,7,1
20151210,2.5,1
20151210,10,1
20151211,2.5,1
20151211,4,1
20151211,5,1
20151211,5,1
20151214,10,1
20151214,10,1
20151214,10,1
20151214,10,1
20151215,10,1
20151215,7,1
20151215,7,1
20151215,4,1
20151216,1.5,1
20151216,0.25,0
20151216,10,1
20151216,10,1
20151217,10,1
20151217,10,1
20151217,10,1
20151217,10,1
20151218,10,1
20151218,10,1
20151218,10,1
20151218,10,1
20151219,10,1
20151219,10,1
20151219,10,1
20151219,10,1
20151220,10,1
20151220,10,1
20151220,7,1
20151220,7,1
20151221,5,1
20151221,7,1
20151221,7,1
20151221,10,1
20151222,5,1
20151222,7,1
20151222,7,1
20151222,4,1
20151223,5,1
20151223,3,1
20151223,10,1
20151223,7,1
20151224,0.25,0
20151224,4,1
20151224,4,1
20151224,0.25,0
20151225,0.25,0
20151225,0.25,0
20151225,2.5,1
20151225,0.25,0
20151226,4,1
20151226,4,1
20151226,4,1
20151226,4,1
20151228,10,1
20151228,10,1
20151228,10,1
20151228,10,1
20151231,10,1
20151231,10,1
20151231,10,1
20151231,10,1
20160104,10,1
20160104,10,1
20160104,10,1
20160104,10,1
20160105,10,1
20160105,10,1
20160105,10,1
20160105,10,1
20160107,5,1
20160107,0.25,0
20160107,10,1
20160107,5,1
20160108,2.5,1
20160108,4,1
20160108,10,1
20160108,7,1
20160109,0.25,0
20160109,10,1
20160109,10,1
20160109,10,1
20160110,10,1
20160110,10,1
20160110,10,1
20160110,10,1
20160111,10,1
20160111,10,1
20160111,10,1
20160111,10,1
20160112,10,1
20160112,10,1
20160112,10,1
20160112,10,1
20160113,10,1
20160113,10,1
20160113,10,1
20160113,10,1
20160114,10,1
20160114,10,1
20160114,10,1
20160114,3,1
20160116,10,1
20160116,10,1
20160116,10,1
20160116,10,1
20160117,10,1
20160117,10,1
20160117,10,1
20160117,10,1
20160118,10,1
20160118,10,1
20160118,10,1
20160118,10,1
20160119,10,1
20160119,10,1
20160119,10,1
20160119,10,1
20160120,10,1
20160120,7,1
20160120,10,1
20160120,0.75,0
20160121,7,1
20160121,7,1
20160121,10,1
20160121,10,1
20160122,10,1
20160122,10,1
20160122,10,1
20160122,10,1
20160123,10,1
20160123,10,1
20160123,10,1
20160123,10,1
20160124,10,1
20160124,10,1
20160124,10,1
20160124,10,1
20160125,10,1
20160125,7,1
20160125,7,1
20160125,5,1
20160126,4,1
20160126,4,1
20160126,10,1
20160126,10,1
20160127,10,1
20160127,10,1
20160127,10,1
20160127,10,1
20160128,10,1
20160128,10,1
20160128,10,1
20160128,10,1
20160129,10,1
20160129,10,1
20160129,10,1
20160129,10,1
20160130,10,1
20160130,10,1
20160130,10,1
20160130,10,1
20160201,0.25,0
