,Unnamed: 0,Feature,POD_mean,F_mean,FAR_mean,CSI_mean,PSS_mean,HSS_mean,ORSS_mean,CSS_mean,Score,groups
39,39,UGRD_800mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
40,40,UGRD_775mb,0.447761194,0.015270708000000001,0.523809524,0.3,0.432490486,0.44537301100000004,0.962465993,0.45910040700000004,7.462698899999992,g1
41,41,UGRD_775mb,0.47761194,0.017121703000000002,0.536231884,0.307692308,0.460490237,0.45392528600000004,0.962606298,0.447556907,6.607471399999994,g1
42,42,UGRD_775mb,0.432835821,0.013882462,0.508474576,0.298969072,0.41895335899999997,0.444678215,0.963774448,0.474005829,7.5321785000000006,g1
43,43,UGRD_775mb,0.432835821,0.014807958999999999,0.524590164,0.29292929300000004,0.41802786200000003,0.43698783399999996,0.9613704590000001,0.457874072,8.301216600000004,g1
44,44,UGRD_750mb,0.46268656700000005,0.015270708000000001,0.515625,0.31,0.44741585899999997,0.457337306,0.9646196909999999,0.46773914,6.266269399999999,g1
45,45,UGRD_750mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
46,46,UGRD_750mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
47,47,UGRD_750mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
48,48,UGRD_725mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
49,49,UGRD_725mb,0.46268656700000005,0.016196205,0.53030303,0.303921569,0.44649036200000003,0.449742591,0.962481017,0.453045721,7.025740899999995,g1
50,50,UGRD_725mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
51,51,UGRD_725mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
52,52,UGRD_700mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
53,53,UGRD_700mb,0.447761194,0.017121703000000002,0.552238806,0.288461538,0.43063949100000004,0.43063949100000004,0.95793452,0.43063949100000004,8.936050899999998,g1
54,54,UGRD_700mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
55,55,UGRD_700mb,0.46268656700000005,0.016658954,0.537313433,0.300970874,0.446027613,0.446027613,0.9614119190000001,0.446027613,7.397238700000003,g1
56,56,VGRD_10maboveground,0.46268656700000005,0.014807958999999999,0.507936508,0.313131313,0.44787860799999996,0.46121949700000003,0.965689267,0.475435317,5.878050299999998,g1
57,57,VGRD_10maboveground,0.447761194,0.014345211,0.508196721,0.30612244899999996,0.43341598299999995,0.45307389600000003,0.9647331929999999,0.474728982,6.6926103999999995,g1
58,58,VGRD_10maboveground,0.46268656700000005,0.014807958999999999,0.507936508,0.313131313,0.44787860799999996,0.46121949700000003,0.965689267,0.475435317,5.878050299999998,g1
59,59,VGRD_10maboveground,0.46268656700000005,0.014807958999999999,0.507936508,0.313131313,0.44787860799999996,0.46121949700000003,0.965689267,0.475435317,5.878050299999998,g1
60,60,VGRD_975mb,0.47761194,0.014807958999999999,0.5,0.323232323,0.46280398100000003,0.473066659,0.967652495,0.48382624799999996,4.693334100000001,g1
61,61,VGRD_975mb,0.47761194,0.014807958999999999,0.5,0.323232323,0.46280398100000003,0.473066659,0.967652495,0.48382624799999996,4.693334100000001,g1
62,62,VGRD_975mb,0.47761194,0.014807958999999999,0.5,0.323232323,0.46280398100000003,0.473066659,0.967652495,0.48382624799999996,4.693334100000001,g1
63,63,VGRD_975mb,0.47761194,0.014807958999999999,0.5,0.323232323,0.46280398100000003,0.473066659,0.967652495,0.48382624799999996,4.693334100000001,g1
64,64,VGRD_950mb,0.47761194,0.016196205,0.52238806,0.31372549,0.461415735,0.461415735,0.964624514,0.461415735,5.8584265,g1
65,65,VGRD_950mb,0.47761194,0.014807958999999999,0.5,0.323232323,0.46280398100000003,0.473066659,0.967652495,0.48382624799999996,4.693334100000001,g1
66,66,VGRD_950mb,0.47761194,0.015733457,0.515151515,0.31683168300000003,0.461878484,0.465242799,0.9656337540000001,0.468659771,5.475720100000004,g1
67,67,VGRD_950mb,0.47761194,0.013882462,0.48387096799999996,0.329896907,0.463729478,0.481125315,0.969671587,0.49997021399999997,3.887468499999997,g1
68,68,VGRD_925mb,0.46268656700000005,0.013882462,0.491803279,0.319587629,0.448804105,0.469159958,0.9678288970000001,0.491583893,5.0840042000000025,g1
69,69,VGRD_925mb,0.47761194,0.012494216,0.45762711899999997,0.34042553200000003,0.465117725,0.49367719600000004,0.97270088,0.526236413,2.632280399999999,g1
70,70,VGRD_925mb,0.47761194,0.014345211,0.49206349200000005,0.326530612,0.46326673,0.47706598200000006,0.968661997,0.49177022600000003,4.293401799999998,g1
71,71,VGRD_925mb,0.47761194,0.013882462,0.48387096799999996,0.329896907,0.463729478,0.481125315,0.969671587,0.49997021399999997,3.887468499999997,g1
72,72,VGRD_900mb,0.47761194,0.014345211,0.49206349200000005,0.326530612,0.46326673,0.47706598200000006,0.968661997,0.49177022600000003,4.293401799999998,g1
73,73,VGRD_900mb,0.47761194,0.014807958999999999,0.5,0.323232323,0.46280398100000003,0.473066659,0.967652495,0.48382624799999996,4.693334100000001,g1
74,74,VGRD_900mb,0.47761194,0.015270708000000001,0.507692308,0.32,0.46234123200000005,0.46912602600000003,0.966643081,0.47612646299999994,5.0873974,g1
75,75,VGRD_900mb,0.46268656700000005,0.015270708000000001,0.515625,0.31,0.44741585899999997,0.457337306,0.9646196909999999,0.46773914,6.266269399999999,g1
76,76,VGRD_875mb,0.47761194,0.014345211,0.49206349200000005,0.326530612,0.46326673,0.47706598200000006,0.968661997,0.49177022600000003,4.293401799999998,g1
77,77,VGRD_875mb,0.47761194,0.013882462,0.48387096799999996,0.329896907,0.463729478,0.481125315,0.969671587,0.49997021399999997,3.887468499999997,g1
78,78,VGRD_875mb,0.47761194,0.013882462,0.48387096799999996,0.329896907,0.463729478,0.481125315,0.969671587,0.49997021399999997,3.887468499999997,g1
79,79,VGRD_875mb,0.46268656700000005,0.013882462,0.491803279,0.319587629,0.448804105,0.469159958,0.9678288970000001,0.491583893,5.0840042000000025,g1
80,80,VGRD_850mb,0.447761194,0.014345211,0.508196721,0.30612244899999996,0.43341598299999995,0.45307389600000003,0.9647331929999999,0.474728982,6.6926103999999995,g1
81,81,VGRD_850mb,0.432835821,0.013882462,0.508474576,0.298969072,0.41895335899999997,0.444678215,0.963774448,0.474005829,7.5321785000000006,g1
82,82,VGRD_850mb,0.432835821,0.015733457,0.53968254,0.287128713,0.417102364,0.429526526,0.958967844,0.442765497,9.0473474,g1
83,83,VGRD_850mb,0.432835821,0.014345211,0.5166666670000001,0.295918367,0.41849061,0.440803736,0.962572282,0.46580565799999996,7.9196263999999985,g1
84,84,VGRD_825mb,0.432835821,0.012494216,0.48214285700000004,0.308510638,0.420341605,0.456666917,0.9673830109999999,0.500361747,6.333308299999999,g1
85,85,VGRD_825mb,0.417910448,0.013419713,0.50877193,0.291666667,0.404490735,0.43602075700000004,0.9628125670000001,0.47326399799999996,8.3979243,g1
86,86,VGRD_825mb,0.417910448,0.013419713,0.50877193,0.291666667,0.404490735,0.43602075700000004,0.9628125670000001,0.47326399799999996,8.3979243,g1
87,87,VGRD_825mb,0.417910448,0.013419713,0.50877193,0.291666667,0.404490735,0.43602075700000004,0.9628125670000001,0.47326399799999996,8.3979243,g1
88,88,VGRD_800mb,0.417910448,0.013419713,0.50877193,0.291666667,0.404490735,0.43602075700000004,0.9628125670000001,0.47326399799999996,8.3979243,g1
89,89,VGRD_800mb,0.417910448,0.014345211,0.525423729,0.28571428600000004,0.403565237,0.428345221,0.9602622890000001,0.456595635,9.165477899999999,g1
90,90,VGRD_800mb,0.417910448,0.012956964,0.5,0.294736842,0.40495348299999995,0.439948976,0.964088398,0.482044199,8.005102399999998,g1
91,91,VGRD_800mb,0.417910448,0.012956964,0.5,0.294736842,0.40495348299999995,0.439948976,0.964088398,0.482044199,8.005102399999998,g1
92,92,VGRD_775mb,0.417910448,0.012031466999999999,0.481481481,0.301075269,0.405878981,0.447993535,0.966641445,0.500579236,7.200646499999998,g1
93,93,VGRD_775mb,0.417910448,0.012031466999999999,0.481481481,0.301075269,0.405878981,0.447993535,0.966641445,0.500579236,7.200646499999998,g1
94,94,VGRD_775mb,0.46268656700000005,0.010643221000000001,0.425925926,0.34444444399999996,0.452043346,0.49894797799999996,0.975322624,0.557514736,2.105202200000001,g1
95,95,VGRD_775mb,0.432835821,0.011105968999999999,0.452830189,0.31868131899999996,0.421729851,0.469234375,0.970994673,0.5296985470000001,5.076562500000001,g1
96,96,VGRD_750mb,0.432835821,0.011105968999999999,0.452830189,0.31868131899999996,0.421729851,0.469234375,0.970994673,0.5296985470000001,5.076562500000001,g1
97,97,VGRD_750mb,0.432835821,0.011105968999999999,0.452830189,0.31868131899999996,0.421729851,0.469234375,0.970994673,0.5296985470000001,5.076562500000001,g1
98,98,VGRD_750mb,0.447761194,0.011105968999999999,0.444444444,0.32967033,0.436655225,0.481963164,0.972676082,0.538536236,3.8036835999999994,g1
99,99,VGRD_750mb,0.432835821,0.011568718,0.46296296299999995,0.315217391,0.421267103,0.46497835,0.9697904409999999,0.519557736,5.502165000000005,g1
100,100,VGRD_725mb,0.37313432799999996,0.012031466999999999,0.509803922,0.268817204,0.361102861,0.408349279,0.9599023259999999,0.470903474,11.165072099999996,g1
101,101,VGRD_725mb,0.432835821,0.011568718,0.46296296299999995,0.315217391,0.421267103,0.46497835,0.9697904409999999,0.519557736,5.502165000000005,g1
102,102,VGRD_725mb,0.417910448,0.011568718,0.471698113,0.304347826,0.40634173,0.45211290299999995,0.9679186609999999,0.510370852,6.788709700000005,g1
103,103,VGRD_725mb,0.417910448,0.011105968999999999,0.46153846200000004,0.307692308,0.40680447799999997,0.45629909700000004,0.96919634,0.520538744,6.370090299999994,g1
104,104,VGRD_700mb,0.432835821,0.010643221000000001,0.44230769200000003,0.322222222,0.4221926,0.47355944299999997,0.9721992490000001,0.540229072,4.644055700000003,g1
105,105,VGRD_700mb,0.447761194,0.011568718,0.454545455,0.326086957,0.436192476,0.477640047,0.971540651,0.5284273939999999,4.235995299999999,g1
106,106,VGRD_700mb,0.447761194,0.011568718,0.454545455,0.326086957,0.436192476,0.477640047,0.971540651,0.5284273939999999,4.235995299999999,g1
107,107,VGRD_700mb,0.432835821,0.011105968999999999,0.452830189,0.31868131899999996,0.421729851,0.469234375,0.970994673,0.5296985470000001,5.076562500000001,g1
108,108,TKE_975mb,0.402985075,0.010643221000000001,0.46,0.3,0.392341854,0.447333606,0.9686253109999999,0.521634527,7.2666394000000025,g2
109,109,TKE_975mb,0.417910448,0.010180472,0.44,0.314606742,0.407729976,0.464878571,0.971753086,0.542093664,5.512142900000001,g2
110,110,TKE_975mb,0.402985075,0.010643221000000001,0.46,0.3,0.392341854,0.447333606,0.9686253109999999,0.521634527,7.2666394000000025,g2
111,111,TKE_975mb,0.402985075,0.011105968999999999,0.470588235,0.296703297,0.391879105,0.443152263,0.96726845,0.5110378560000001,7.684773700000001,g2
112,112,TKE_950mb,0.402985075,0.011105968999999999,0.470588235,0.296703297,0.391879105,0.443152263,0.96726845,0.5110378560000001,7.684773700000001,g2
113,113,TKE_950mb,0.402985075,0.011105968999999999,0.470588235,0.296703297,0.391879105,0.443152263,0.96726845,0.5110378560000001,7.684773700000001,g2
114,114,TKE_950mb,0.402985075,0.011105968999999999,0.470588235,0.296703297,0.391879105,0.443152263,0.96726845,0.5110378560000001,7.684773700000001,g2
115,115,TKE_950mb,0.38805970100000003,0.010643221000000001,0.469387755,0.288888889,0.377416481,0.433893649,0.9666377740000001,0.5117962739999999,8.610635100000003,g2
116,116,TKE_925mb,0.38805970100000003,0.011105968999999999,0.48,0.28571428600000004,0.37695373200000004,0.429788641,0.965196477,0.50117539,9.021135899999997,g2
117,117,TKE_925mb,0.38805970100000003,0.011105968999999999,0.48,0.28571428600000004,0.37695373200000004,0.429788641,0.965196477,0.50117539,9.021135899999997,g2
118,118,TKE_925mb,0.402985075,0.011105968999999999,0.470588235,0.296703297,0.391879105,0.443152263,0.96726845,0.5110378560000001,7.684773700000001,g2
119,119,TKE_925mb,0.402985075,0.011105968999999999,0.470588235,0.296703297,0.391879105,0.443152263,0.96726845,0.5110378560000001,7.684773700000001,g2
120,120,TKE_900mb,0.402985075,0.010180472,0.44897959200000004,0.303370787,0.392804603,0.451584472,0.9699827740000001,0.532663364,6.841552799999995,g2
121,121,TKE_900mb,0.38805970100000003,0.010180472,0.45833333299999995,0.29213483100000004,0.377879229,0.43806748100000004,0.9680798359999999,0.522859327,8.193251899999993,g2
122,122,TKE_900mb,0.358208955,0.010643221000000001,0.489361702,0.26666666699999997,0.34756573399999996,0.406332006,0.962180455,0.49092257100000003,11.366799399999998,g2
123,123,TKE_900mb,0.358208955,0.010180472,0.47826087,0.269662921,0.34802848299999994,0.41034202,0.963811637,0.5020324389999999,10.965798,g2
124,124,TKE_875mb,0.358208955,0.010180472,0.47826087,0.269662921,0.34802848299999994,0.41034202,0.963811637,0.5020324389999999,10.965798,g2
125,125,TKE_875mb,0.37313432799999996,0.010180472,0.46808510600000003,0.280898876,0.362953856,0.424321946,0.966028787,0.512657672,9.567805399999997,g2
126,126,TKE_875mb,0.402985075,0.010180472,0.44897959200000004,0.303370787,0.392804603,0.451584472,0.9699827740000001,0.532663364,6.841552799999995,g2
127,127,TKE_875mb,0.417910448,0.010180472,0.44,0.314606742,0.407729976,0.464878571,0.971753086,0.542093664,5.512142900000001,g2
128,128,TKE_850mb,0.37313432799999996,0.010643221000000001,0.47916666700000005,0.27777777800000003,0.36249110799999995,0.42022835399999997,0.964495737,0.501567278,9.977164600000002,g2
129,129,TKE_850mb,0.37313432799999996,0.010643221000000001,0.47916666700000005,0.27777777800000003,0.36249110799999995,0.42022835399999997,0.964495737,0.501567278,9.977164600000002,g2
130,130,TKE_850mb,0.38805970100000003,0.010643221000000001,0.469387755,0.288888889,0.377416481,0.433893649,0.9666377740000001,0.5117962739999999,8.610635100000003,g2
131,131,TKE_850mb,0.38805970100000003,0.010643221000000001,0.469387755,0.288888889,0.377416481,0.433893649,0.9666377740000001,0.5117962739999999,8.610635100000003,g2
132,132,TKE_825mb,0.34328358200000003,0.010643221000000001,0.5,0.255555556,0.332640361,0.39219869700000004,0.959670027,0.479835014,12.780130299999996,g2
133,133,TKE_825mb,0.34328358200000003,0.010643221000000001,0.5,0.255555556,0.332640361,0.39219869700000004,0.959670027,0.479835014,12.780130299999996,g2
134,134,TKE_825mb,0.34328358200000003,0.010643221000000001,0.5,0.255555556,0.332640361,0.39219869700000004,0.959670027,0.479835014,12.780130299999996,g2
135,135,TKE_825mb,0.358208955,0.010643221000000001,0.489361702,0.26666666699999997,0.34756573399999996,0.406332006,0.962180455,0.49092257100000003,11.366799399999998,g2
136,136,TKE_800mb,0.358208955,0.010643221000000001,0.489361702,0.26666666699999997,0.34756573399999996,0.406332006,0.962180455,0.49092257100000003,11.366799399999998,g2
137,137,TKE_800mb,0.358208955,0.010643221000000001,0.489361702,0.26666666699999997,0.34756573399999996,0.406332006,0.962180455,0.49092257100000003,11.366799399999998,g2
138,138,TKE_800mb,0.358208955,0.010180472,0.47826087,0.269662921,0.34802848299999994,0.41034202,0.963811637,0.5020324389999999,10.965798,g2
139,139,TKE_800mb,0.358208955,0.009254975,0.454545455,0.275862069,0.348953981,0.41857074200000005,0.967077559,0.525765901,10.142925799999993,g2
140,140,TKE_775mb,0.358208955,0.009717723000000001,0.46666666700000003,0.272727273,0.34849123200000004,0.414421,0.9654440040000001,0.51363567,10.557900000000004,g2
141,141,TKE_775mb,0.358208955,0.010180472,0.47826087,0.269662921,0.34802848299999994,0.41034202,0.963811637,0.5020324389999999,10.965798,g2
142,142,TKE_775mb,0.358208955,0.009254975,0.454545455,0.275862069,0.348953981,0.41857074200000005,0.967077559,0.525765901,10.142925799999993,g2
143,143,TKE_775mb,0.358208955,0.008792226,0.441860465,0.27906976699999997,0.349416729,0.422793104,0.968712303,0.538459901,9.7206896,g2
144,144,TKE_750mb,0.358208955,0.008792226,0.441860465,0.27906976699999997,0.349416729,0.422793104,0.968712303,0.538459901,9.7206896,g2
145,145,TKE_750mb,0.358208955,0.009254975,0.454545455,0.275862069,0.348953981,0.41857074200000005,0.967077559,0.525765901,10.142925799999993,g2
146,146,TKE_750mb,0.358208955,0.009254975,0.454545455,0.275862069,0.348953981,0.41857074200000005,0.967077559,0.525765901,10.142925799999993,g2
147,147,TKE_750mb,0.358208955,0.008792226,0.441860465,0.27906976699999997,0.349416729,0.422793104,0.968712303,0.538459901,9.7206896,g2
148,148,TKE_725mb,0.358208955,0.008329477,0.428571429,0.282352941,0.34987947799999997,0.42709000799999997,0.970348236,0.55175794,9.290999200000002,g2
149,149,TKE_725mb,0.358208955,0.008329477,0.428571429,0.282352941,0.34987947799999997,0.42709000799999997,0.970348236,0.55175794,9.290999200000002,g2
150,150,TKE_725mb,0.358208955,0.008792226,0.441860465,0.27906976699999997,0.349416729,0.422793104,0.968712303,0.538459901,9.7206896,g2
151,151,TKE_725mb,0.358208955,0.008792226,0.441860465,0.27906976699999997,0.349416729,0.422793104,0.968712303,0.538459901,9.7206896,g2
152,152,TKE_700mb,0.358208955,0.009254975,0.454545455,0.275862069,0.348953981,0.41857074200000005,0.967077559,0.525765901,10.142925799999993,g2
153,153,TKE_700mb,0.358208955,0.008792226,0.441860465,0.27906976699999997,0.349416729,0.422793104,0.968712303,0.538459901,9.7206896,g2
154,154,TKE_700mb,0.358208955,0.007866728,0.41463414600000004,0.28571428600000004,0.350342227,0.43146344600000003,0.97198536,0.5657042170000001,8.853655399999994,g2
155,155,TKE_700mb,0.34328358200000003,0.008329477,0.43902439,0.270588235,0.334954105,0.412512227,0.9683712390000001,0.540856725,10.7487773,g2
156,156,Q_975mb,0.34328358200000003,0.008792226,0.452380952,0.26744186,0.334491356,0.40830607399999996,0.966628079,0.52749096,11.169392600000002,g2
157,157,Q_975mb,0.34328358200000003,0.008792226,0.452380952,0.26744186,0.334491356,0.40830607399999996,0.966628079,0.52749096,11.169392600000002,g2
158,158,Q_975mb,0.34328358200000003,0.007866728,0.425,0.27380952399999997,0.335416854,0.416793972,0.9701158609999999,0.554890311,10.320602799999996,g2
159,159,Q_975mb,0.34328358200000003,0.007866728,0.425,0.27380952399999997,0.335416854,0.416793972,0.9701158609999999,0.554890311,10.320602799999996,g2
160,160,Q_950mb,0.34328358200000003,0.007866728,0.425,0.27380952399999997,0.335416854,0.416793972,0.9701158609999999,0.554890311,10.320602799999996,g2
161,161,Q_950mb,0.34328358200000003,0.007866728,0.425,0.27380952399999997,0.335416854,0.416793972,0.9701158609999999,0.554890311,10.320602799999996,g2
162,162,Q_950mb,0.34328358200000003,0.007866728,0.425,0.27380952399999997,0.335416854,0.416793972,0.9701158609999999,0.554890311,10.320602799999996,g2
163,163,Q_950mb,0.34328358200000003,0.008329477,0.43902439,0.270588235,0.334954105,0.412512227,0.9683712390000001,0.540856725,10.7487773,g2
164,164,Q_925mb,0.328358209,0.009254975,0.47619047600000003,0.252873563,0.31910323399999996,0.389522139,0.962501562,0.5032239789999999,13.047786100000003,g2
165,165,Q_925mb,0.328358209,0.009254975,0.47619047600000003,0.252873563,0.31910323399999996,0.389522139,0.962501562,0.5032239789999999,13.047786100000003,g2
166,166,Q_925mb,0.313432836,0.008329477,0.46153846200000004,0.24705882399999998,0.30510335899999996,0.38256358700000004,0.9638672509999999,0.517447377,13.743641299999993,g2
167,167,Q_925mb,0.328358209,0.010180472,0.5,0.24719101100000002,0.318177737,0.381654599,0.958791209,0.479395604,13.834540099999998,g2
168,168,Q_900mb,0.34328358200000003,0.010180472,0.488888889,0.25842696600000004,0.33310311,0.396121656,0.9614073559999999,0.490955362,12.387834400000003,g2
169,169,Q_900mb,0.34328358200000003,0.010180472,0.488888889,0.25842696600000004,0.33310311,0.396121656,0.9614073559999999,0.490955362,12.387834400000003,g2
170,170,Q_900mb,0.34328358200000003,0.010180472,0.488888889,0.25842696600000004,0.33310311,0.396121656,0.9614073559999999,0.490955362,12.387834400000003,g2
171,171,Q_900mb,0.34328358200000003,0.010180472,0.488888889,0.25842696600000004,0.33310311,0.396121656,0.9614073559999999,0.490955362,12.387834400000003,g2
172,172,Q_875mb,0.358208955,0.010180472,0.47826087,0.269662921,0.34802848299999994,0.41034202,0.963811637,0.5020324389999999,10.965798,g2
173,173,Q_875mb,0.358208955,0.010180472,0.47826087,0.269662921,0.34802848299999994,0.41034202,0.963811637,0.5020324389999999,10.965798,g2
174,174,Q_875mb,0.358208955,0.010180472,0.47826087,0.269662921,0.34802848299999994,0.41034202,0.963811637,0.5020324389999999,10.965798,g2
175,175,Q_875mb,0.358208955,0.010643221000000001,0.489361702,0.26666666699999997,0.34756573399999996,0.406332006,0.962180455,0.49092257100000003,11.366799399999998,g2
