,C0_Prob,C1_Prob
0,0.08965813,0.91034186
1,0.034782603,0.9652174
2,3.0019955e-06,0.999997
3,0.0014121337,0.99858785
4,2.626307e-10,1.0
5,6.936681e-10,1.0
6,5.7389897e-09,1.0
7,6.4452377e-09,1.0
8,1.5735633e-07,0.9999999
9,1.588016e-06,0.99999845
10,0.00043038942,0.9995696
11,0.0015134859,0.9984865
12,4.4090652e-06,0.9999956
13,0.00040137066,0.9995987
14,7.130516e-05,0.9999287
15,0.00012820204,0.99987173
16,0.00014870017,0.9998512
17,0.0021779547,0.99782205
18,0.0071297376,0.9928703
19,0.0011662929,0.9988337
20,0.01830849,0.98169154
21,0.8103959,0.18960409
22,0.07823929,0.92176074
23,0.92605865,0.073941365
24,0.97982293,0.020177081
25,0.088328026,0.91167194
26,0.0005762058,0.99942386
27,0.90014136,0.099858604
28,0.00072374137,0.9992762
29,1.24983935e-05,0.9999875
30,5.9466043e-10,1.0
31,1.9533409e-06,0.9999981
32,1.3521354e-08,1.0
33,0.00025097493,0.999749
34,3.033708e-06,0.999997
35,0.006093327,0.9939067
36,0.00012658957,0.9998734
37,0.007768471,0.9922315
38,0.00020718419,0.9997929
39,0.0003974379,0.9996026
40,0.00022755004,0.9997725
41,0.037256084,0.9627439
42,2.461469e-05,0.99997544
43,1.6602127e-06,0.99999833
44,5.171864e-07,0.9999995
45,0.0002303494,0.9997696
46,2.8443283e-06,0.99999714
47,7.780526e-06,0.99999225
48,9.589233e-06,0.99999046
49,0.04732909,0.9526709
50,0.0045342413,0.99546576
51,0.010506324,0.9894937
52,0.0017305416,0.99826944
53,0.06991323,0.9300868
54,0.0022584845,0.9977416
55,0.0005118147,0.9994881
56,0.0015980203,0.99840194
57,0.034788117,0.96521187
58,0.000716386,0.9992836
59,0.013537898,0.98646206
60,0.013248729,0.9867512
61,0.051247306,0.94875276
62,0.0021122512,0.9978878
63,0.019062907,0.98093706
64,0.022132086,0.97786796
65,0.018740818,0.98125917
66,0.046433367,0.9535667
67,0.040208858,0.9597911
68,0.028352423,0.9716476
69,3.2715457e-07,0.99999964
70,9.362274e-08,0.9999999
71,4.3577423e-08,1.0
72,0.0010568001,0.99894327
73,0.00046324407,0.99953675
74,2.153621e-05,0.9999784
75,8.911626e-05,0.99991083
76,0.000121730955,0.9998783
77,0.005236283,0.99476373
78,0.00018891072,0.9998111
79,0.0006037232,0.9993963
80,0.0027939607,0.99720603
81,0.007781729,0.99221826
82,0.00039477577,0.99960524
83,0.002877059,0.99712294
84,0.046402633,0.95359737
85,0.09247006,0.90752995
86,0.0044592656,0.9955407
87,0.0033680706,0.9966319
88,0.033472165,0.9665278
89,0.21172749,0.78827244
90,0.05897841,0.94102156
91,0.0017572388,0.99824274
92,0.90032077,0.099679224
93,0.51793534,0.48206463
94,0.0005868384,0.99941313
95,0.0028453004,0.9971547
96,0.015023368,0.98497665
97,0.03551974,0.9644803
98,0.0070980946,0.99290186
99,0.021960765,0.9780392
100,0.32369924,0.6763008
101,0.061598778,0.9384012
102,0.008138673,0.99186134
103,0.012385984,0.98761404
104,0.0009692873,0.9990307
105,0.11714109,0.88285893
106,0.06253719,0.93746275
107,0.25393674,0.7460633
108,0.1378765,0.8621235
109,0.20754394,0.7924561
110,0.3654143,0.63458574
111,0.19621353,0.80378646
112,0.00040244072,0.9995976
113,0.0032096712,0.99679035
114,1.3800807e-06,0.99999857
115,8.0245096e-05,0.9999198
116,0.0005727747,0.9994272
117,0.0016179451,0.9983821
118,4.8725684e-05,0.99995124
119,4.937832e-06,0.9999951
120,0.00043364346,0.9995664
121,0.013812748,0.9861872
122,0.00037495213,0.99962497
123,0.00026793435,0.9997321
124,0.19465515,0.8053448
125,0.2045686,0.7954314
126,1.1732601e-05,0.9999883
127,2.4339159e-05,0.9999757
128,9.208455e-05,0.99990785
129,0.002623474,0.99737656
130,0.00029675613,0.9997032
131,0.01708888,0.98291117
132,0.21418555,0.7858144
133,0.0038799776,0.9961201
134,0.0027107461,0.9972893
135,0.049020812,0.9509792
136,0.1963032,0.8036968
137,0.0045680017,0.995432
138,2.532608e-05,0.9999747
139,0.00070460764,0.99929535
140,0.0020204075,0.9979796
141,0.0005454294,0.99945456
142,0.0003820305,0.99961793
143,0.010444342,0.98955566
144,0.0026588268,0.9973412
145,0.123185456,0.8768145
146,0.013037087,0.98696285
147,0.009241143,0.9907589
148,0.941515,0.058485005
149,0.043115225,0.9568848
150,1.8395008e-07,0.99999976
151,8.4973145e-10,1.0
152,4.368129e-11,1.0
153,3.767343e-05,0.99996233
154,1.38000505e-05,0.9999862
155,0.00015653393,0.9998435
156,0.0035207826,0.9964792
157,0.0055814045,0.9944186
158,0.0006941891,0.99930584
159,0.00046319375,0.9995369
160,8.057208e-06,0.9999919
161,1.8580909e-06,0.9999981
162,4.5635744e-08,1.0
163,1.7380382e-08,1.0
164,2.7236243e-05,0.9999728
165,0.00022686203,0.9997732
166,1.3694235e-08,1.0
167,2.5497243e-08,1.0
168,4.1765162e-07,0.9999995
169,9.729282e-07,0.99999905
170,1.4967007e-11,1.0
171,1.4201399e-08,1.0
172,4.3308974e-06,0.9999957
173,0.0024896646,0.9975103
174,4.437724e-07,0.9999995
175,2.9082052e-05,0.9999709
176,4.2864296e-05,0.9999571
177,5.5941226e-05,0.9999441
178,2.583853e-07,0.99999976
179,0.0031086216,0.99689144
180,0.0016165853,0.9983834
181,0.046930365,0.9530696
182,0.00011301971,0.999887
183,5.8648943e-06,0.99999416
184,6.042305e-06,0.9999939
185,0.00026957062,0.9997304
186,4.0658466e-05,0.99995935
187,0.00011974429,0.9998802
188,0.0023245555,0.9976755
189,0.0022188493,0.9977812
190,0.0005662393,0.9994337
191,0.00037195696,0.99962807
192,6.317074e-06,0.9999937
193,0.00013432137,0.99986565
194,0.0028600593,0.99713993
195,0.00043262608,0.99956733
196,2.115634e-05,0.9999789
197,5.34775e-06,0.99999464
198,4.8035436e-06,0.99999523
199,5.8998816e-05,0.999941
200,8.574779e-10,1.0
201,1.567397e-07,0.9999999
202,5.515978e-08,1.0
203,7.3614103e-07,0.9999993
204,7.854088e-05,0.99992144
205,0.0051876497,0.99481237
206,1.5845214e-06,0.99999845
207,2.0157951e-05,0.99997985
208,0.0001624691,0.9998375
209,0.00065522786,0.99934477
210,9.86641e-09,1.0
211,2.742586e-08,1.0
212,1.6403449e-07,0.9999999
213,5.0994615e-05,0.999949
214,1.4287425e-06,0.99999857
215,5.3875497e-06,0.99999464
216,9.186003e-05,0.9999081
217,0.00043226083,0.9995677
218,8.617403e-05,0.9999138
219,7.4379124e-05,0.9999256
220,0.00052940514,0.99947065
221,0.036978386,0.96302164
222,0.0036623809,0.99633765
223,0.0012977922,0.99870217
224,0.87031955,0.12968041
225,0.037938222,0.96206176
226,0.0012636874,0.9987363
227,0.0061746463,0.99382544
228,0.011615557,0.9883845
229,0.028114645,0.9718854
