,Unnamed: 0,Date,VIS,CAT,CAT1600,CAT3200,CAT6400
690,690,20130813,10.0,1,1,1,1
691,691,20130813,10.0,1,1,1,1
692,692,20130814,10.0,1,1,1,1
693,693,20130814,10.0,1,1,1,1
694,694,20130814,10.0,1,1,1,1
695,695,20130814,10.0,1,1,1,1
696,696,20130815,10.0,1,1,1,1
697,697,20130815,10.0,1,1,1,1
698,698,20130815,10.0,1,1,1,1
699,699,20130815,10.0,1,1,1,1
700,700,20130816,10.0,1,1,1,1
701,701,20130816,10.0,1,1,1,1
702,702,20130816,10.0,1,1,1,1
703,703,20130816,10.0,1,1,1,1
704,704,20130818,10.0,1,1,1,1
705,705,20130818,10.0,1,1,1,1
706,706,20130818,10.0,1,1,1,1
707,707,20130818,10.0,1,1,1,1
708,708,20130821,10.0,1,1,1,1
709,709,20130821,10.0,1,1,1,1
710,710,20130821,10.0,1,1,1,1
711,711,20130821,10.0,1,1,1,1
712,712,20130822,10.0,1,1,1,1
713,713,20130822,10.0,1,1,1,1
714,714,20130822,10.0,1,1,1,1
715,715,20130822,10.0,1,1,1,1
716,716,20130823,10.0,1,1,1,1
717,717,20130823,10.0,1,1,1,1
718,718,20130823,10.0,1,1,1,1
719,719,20130823,10.0,1,1,1,1
720,720,20130824,10.0,1,1,1,1
721,721,20130824,10.0,1,1,1,1
722,722,20130824,10.0,1,1,1,1
723,723,20130824,10.0,1,1,1,1
724,724,20130825,10.0,1,1,1,1
725,725,20130825,10.0,1,1,1,1
726,726,20130825,10.0,1,1,1,1
727,727,20130825,10.0,1,1,1,1
728,728,20130826,10.0,1,1,1,1
729,729,20130826,10.0,1,1,1,1
730,730,20130826,10.0,1,1,1,1
731,731,20130826,10.0,1,1,1,1
732,732,20130827,10.0,1,1,1,1
733,733,20130827,10.0,1,1,1,1
734,734,20130827,7.0,1,1,1,1
735,735,20130827,10.0,1,1,1,1
736,736,20130828,10.0,1,1,1,1
737,737,20130828,10.0,1,1,1,1
738,738,20130828,10.0,1,1,1,1
739,739,20130828,10.0,1,1,1,1
740,740,20130829,10.0,1,1,1,1
741,741,20130829,10.0,1,1,1,1
742,742,20130829,10.0,1,1,1,1
743,743,20130829,10.0,1,1,1,1
744,744,20130830,10.0,1,1,1,1
745,745,20130830,10.0,1,1,1,1
746,746,20130830,10.0,1,1,1,1
747,747,20130830,10.0,1,1,1,1
748,748,20130831,10.0,1,1,1,1
749,749,20130831,10.0,1,1,1,1
750,750,20130831,10.0,1,1,1,1
751,751,20130831,10.0,1,1,1,1
752,752,20130901,10.0,1,1,1,1
753,753,20130901,10.0,1,1,1,1
754,754,20130901,10.0,1,1,1,1
755,755,20130901,10.0,1,1,1,1
756,756,20130902,10.0,1,1,1,1
757,757,20130902,10.0,1,1,1,1
758,758,20130902,10.0,1,1,1,1
759,759,20130902,10.0,1,1,1,1
760,760,20130903,10.0,1,1,1,1
761,761,20130903,10.0,1,1,1,1
762,762,20130903,10.0,1,1,1,1
763,763,20130903,10.0,1,1,1,1
764,764,20130904,10.0,1,1,1,1
765,765,20130904,10.0,1,1,1,1
766,766,20130904,10.0,1,1,1,1
767,767,20130904,10.0,1,1,1,1
768,768,20130905,10.0,1,1,1,1
769,769,20130905,10.0,1,1,1,1
770,770,20130905,10.0,1,1,1,1
771,771,20130905,10.0,1,1,1,1
772,772,20130906,10.0,1,1,1,1
773,773,20130906,10.0,1,1,1,1
774,774,20130906,10.0,1,1,1,1
775,775,20130906,10.0,1,1,1,1
776,776,20130909,10.0,1,1,1,1
777,777,20130909,10.0,1,1,1,1
778,778,20130909,10.0,1,1,1,1
779,779,20130909,10.0,1,1,1,1
780,780,20130910,10.0,1,1,1,1
781,781,20130910,10.0,1,1,1,1
782,782,20130910,10.0,1,1,1,1
783,783,20130910,10.0,1,1,1,1
784,784,20130911,10.0,1,1,1,1
785,785,20130911,10.0,1,1,1,1
786,786,20130911,10.0,1,1,1,1
787,787,20130911,10.0,1,1,1,1
788,788,20130912,10.0,1,1,1,1
789,789,20130912,10.0,1,1,1,1
790,790,20130912,10.0,1,1,1,1
791,791,20130912,10.0,1,1,1,1
792,792,20130915,10.0,1,1,1,1
793,793,20130915,10.0,1,1,1,1
794,794,20130915,10.0,1,1,1,1
795,795,20130915,7.0,1,1,1,1
796,796,20130916,10.0,1,1,1,1
797,797,20130916,7.0,1,1,1,1
798,798,20130916,7.0,1,1,1,1
799,799,20130916,10.0,1,1,1,1
800,800,20130917,10.0,1,1,1,1
801,801,20130917,10.0,1,1,1,1
802,802,20130917,10.0,1,1,1,1
803,803,20130917,10.0,1,1,1,1
804,804,20130918,10.0,1,1,1,1
805,805,20130918,10.0,1,1,1,1
806,806,20130918,10.0,1,1,1,1
807,807,20130918,10.0,1,1,1,1
808,808,20130919,10.0,1,1,1,1
809,809,20130919,10.0,1,1,1,1
810,810,20130919,10.0,1,1,1,1
811,811,20130919,10.0,1,1,1,1
812,812,20130920,10.0,1,1,1,1
813,813,20130920,7.0,1,1,1,1
814,814,20130920,10.0,1,1,1,1
815,815,20130920,7.0,1,1,1,1
816,816,20130922,10.0,1,1,1,1
817,817,20130922,10.0,1,1,1,1
818,818,20130922,10.0,1,1,1,1
819,819,20130922,10.0,1,1,1,1
820,820,20130924,10.0,1,1,1,1
821,821,20130924,10.0,1,1,1,1
822,822,20130924,10.0,1,1,1,1
823,823,20130924,10.0,1,1,1,1
824,824,20130926,10.0,1,1,1,1
825,825,20130926,10.0,1,1,1,1
826,826,20130926,10.0,1,1,1,1
827,827,20130926,10.0,1,1,1,1
828,828,20130927,10.0,1,1,1,1
829,829,20130927,10.0,1,1,1,1
830,830,20130927,10.0,1,1,1,1
831,831,20130927,10.0,1,1,1,1
832,832,20130928,10.0,1,1,1,1
833,833,20130928,10.0,1,1,1,1
834,834,20130928,10.0,1,1,1,1
835,835,20130928,10.0,1,1,1,1
836,836,20130929,10.0,1,1,1,1
837,837,20130929,10.0,1,1,1,1
838,838,20130929,10.0,1,1,1,1
839,839,20130929,10.0,1,1,1,1
840,840,20130930,10.0,1,1,1,1
841,841,20130930,10.0,1,1,1,1
842,842,20130930,10.0,1,1,1,1
843,843,20130930,10.0,1,1,1,1
844,844,20131001,10.0,1,1,1,1
845,845,20131001,10.0,1,1,1,1
846,846,20131001,10.0,1,1,1,1
847,847,20131001,10.0,1,1,1,1
848,848,20131003,10.0,1,1,1,1
849,849,20131003,10.0,1,1,1,1
850,850,20131003,10.0,1,1,1,1
851,851,20131003,10.0,1,1,1,1
852,852,20131004,10.0,1,1,1,1
853,853,20131004,10.0,1,1,1,1
854,854,20131004,10.0,1,1,1,1
855,855,20131004,10.0,1,1,1,1
856,856,20131007,10.0,1,1,1,1
857,857,20131007,10.0,1,1,1,1
858,858,20131007,10.0,1,1,1,1
859,859,20131007,10.0,1,1,1,1
860,860,20131008,10.0,1,1,1,1
861,861,20131008,10.0,1,1,1,1
862,862,20131008,10.0,1,1,1,1
863,863,20131008,10.0,1,1,1,1
864,864,20131009,10.0,1,1,1,1
865,865,20131009,10.0,1,1,1,1
866,866,20131009,10.0,1,1,1,1
867,867,20131009,10.0,1,1,1,1
868,868,20131011,10.0,1,1,1,1
869,869,20131011,10.0,1,1,1,1
870,870,20131011,10.0,1,1,1,1
871,871,20131011,10.0,1,1,1,1
872,872,20131012,10.0,1,1,1,1
873,873,20131012,10.0,1,1,1,1
874,874,20131012,10.0,1,1,1,1
875,875,20131012,10.0,1,1,1,1
876,876,20131013,10.0,1,1,1,1
877,877,20131013,10.0,1,1,1,1
878,878,20131013,10.0,1,1,1,1
879,879,20131013,10.0,1,1,1,1
880,880,20131014,10.0,1,1,1,1
881,881,20131014,10.0,1,1,1,1
882,882,20131014,10.0,1,1,1,1
883,883,20131014,10.0,1,1,1,1
884,884,20131015,10.0,1,1,1,1
885,885,20131015,10.0,1,1,1,1
886,886,20131015,10.0,1,1,1,1
887,887,20131015,10.0,1,1,1,1
888,888,20131016,10.0,1,1,1,1
889,889,20131016,10.0,1,1,1,1
890,890,20131016,10.0,1,1,1,1
891,891,20131016,10.0,1,1,1,1
892,892,20131017,10.0,1,1,1,1
893,893,20131017,10.0,1,1,1,1
894,894,20131017,10.0,1,1,1,1
895,895,20131017,10.0,1,1,1,1
896,896,20131018,10.0,1,1,1,1
897,897,20131018,10.0,1,1,1,1
898,898,20131018,10.0,1,1,1,1
899,899,20131018,10.0,1,1,1,1
900,900,20131020,10.0,1,1,1,1
901,901,20131020,10.0,1,1,1,1
902,902,20131020,10.0,1,1,1,1
903,903,20131020,10.0,1,1,1,1
904,904,20131022,10.0,1,1,1,1
905,905,20131022,10.0,1,1,1,1
906,906,20131022,10.0,1,1,1,1
907,907,20131022,10.0,1,1,1,1
908,908,20131023,10.0,1,1,1,1
909,909,20131023,10.0,1,1,1,1
910,910,20131023,10.0,1,1,1,1
911,911,20131023,10.0,1,1,1,1
912,912,20131024,10.0,1,1,1,1
913,913,20131024,10.0,1,1,1,1
914,914,20131024,10.0,1,1,1,1
915,915,20131024,10.0,1,1,1,1
916,916,20131025,10.0,1,1,1,1
917,917,20131025,10.0,1,1,1,1
918,918,20131025,10.0,1,1,1,1
919,919,20131025,10.0,1,1,1,1
920,920,20131026,10.0,1,1,1,1
921,921,20131026,10.0,1,1,1,1
922,922,20131026,10.0,1,1,1,1
923,923,20131026,10.0,1,1,1,1
924,924,20131027,10.0,1,1,1,1
925,925,20131027,7.0,1,1,1,1
926,926,20131027,10.0,1,1,1,1
927,927,20131027,10.0,1,1,1,1
928,928,20131028,10.0,1,1,1,1
929,929,20131028,10.0,1,1,1,1
930,930,20131028,10.0,1,1,1,1
931,931,20131028,10.0,1,1,1,1
932,932,20131029,10.0,1,1,1,1
933,933,20131029,10.0,1,1,1,1
934,934,20131029,10.0,1,1,1,1
935,935,20131029,10.0,1,1,1,1
936,936,20131101,10.0,1,1,1,1
937,937,20131101,10.0,1,1,1,1
938,938,20131101,10.0,1,1,1,1
939,939,20131101,10.0,1,1,1,1
940,940,20131102,10.0,1,1,1,1
941,941,20131102,10.0,1,1,1,1
942,942,20131102,10.0,1,1,1,1
943,943,20131102,10.0,1,1,1,1
944,944,20131103,10.0,1,1,1,1
945,945,20131103,10.0,1,1,1,1
946,946,20131103,10.0,1,1,1,1
947,947,20131103,10.0,1,1,1,1
948,948,20131104,10.0,1,1,1,1
949,949,20131104,10.0,1,1,1,1
950,950,20131104,10.0,1,1,1,1
951,951,20131104,10.0,1,1,1,1
952,952,20131105,10.0,1,1,1,1
953,953,20131105,5.0,1,1,1,0
954,954,20131105,10.0,1,1,1,1
955,955,20131105,10.0,1,1,1,1
956,956,20131107,10.0,1,1,1,1
957,957,20131107,10.0,1,1,1,1
958,958,20131107,10.0,1,1,1,1
959,959,20131107,10.0,1,1,1,1
960,960,20131108,10.0,1,1,1,1
961,961,20131108,10.0,1,1,1,1
962,962,20131108,10.0,1,1,1,1
963,963,20131108,10.0,1,1,1,1
964,964,20131109,10.0,1,1,1,1
965,965,20131109,10.0,1,1,1,1
966,966,20131109,10.0,1,1,1,1
967,967,20131109,10.0,1,1,1,1
968,968,20131110,10.0,1,1,1,1
969,969,20131110,10.0,1,1,1,1
970,970,20131110,10.0,1,1,1,1
971,971,20131110,10.0,1,1,1,1
972,972,20131111,10.0,1,1,1,1
973,973,20131111,10.0,1,1,1,1
974,974,20131111,10.0,1,1,1,1
975,975,20131111,10.0,1,1,1,1
976,976,20131112,10.0,1,1,1,1
977,977,20131112,10.0,1,1,1,1
978,978,20131112,10.0,1,1,1,1
979,979,20131112,10.0,1,1,1,1
980,980,20131113,10.0,1,1,1,1
981,981,20131113,10.0,1,1,1,1
982,982,20131113,10.0,1,1,1,1
983,983,20131113,10.0,1,1,1,1
984,984,20131114,10.0,1,1,1,1
985,985,20131114,10.0,1,1,1,1
986,986,20131114,7.0,1,1,1,1
987,987,20131114,10.0,1,1,1,1
988,988,20131115,10.0,1,1,1,1
989,989,20131115,10.0,1,1,1,1
990,990,20131115,10.0,1,1,1,1
991,991,20131115,10.0,1,1,1,1
992,992,20131117,5.0,1,1,1,0
993,993,20131117,5.0,1,1,1,0
994,994,20131117,10.0,1,1,1,1
995,995,20131117,2.0,1,1,0,0
996,996,20131118,1.25,1,1,0,0
997,997,20131118,1.0,0,0,0,0
998,998,20131118,10.0,1,1,1,1
999,999,20131118,1.75,1,1,0,0
1000,1000,20131119,10.0,1,1,1,1
1001,1001,20131119,10.0,1,1,1,1
1002,1002,20131119,10.0,1,1,1,1
1003,1003,20131119,10.0,1,1,1,1
1004,1004,20131121,7.0,1,1,1,1
1005,1005,20131121,5.0,1,1,1,0
1006,1006,20131121,10.0,1,1,1,1
1007,1007,20131121,10.0,1,1,1,1
1008,1008,20131127,10.0,1,1,1,1
1009,1009,20131127,10.0,1,1,1,1
1010,1010,20131127,10.0,1,1,1,1
1011,1011,20131127,10.0,1,1,1,1
1012,1012,20131128,10.0,1,1,1,1
1013,1013,20131128,10.0,1,1,1,1
1014,1014,20131128,10.0,1,1,1,1
1015,1015,20131128,10.0,1,1,1,1
1016,1016,20131130,10.0,1,1,1,1
1017,1017,20131130,10.0,1,1,1,1
1018,1018,20131130,10.0,1,1,1,1
1019,1019,20131130,10.0,1,1,1,1
1020,1020,20131201,10.0,1,1,1,1
1021,1021,20131201,10.0,1,1,1,1
1022,1022,20131201,10.0,1,1,1,1
1023,1023,20131201,10.0,1,1,1,1
1024,1024,20131202,10.0,1,1,1,1
1025,1025,20131202,0.75,0,0,0,0
1026,1026,20131202,10.0,1,1,1,1
1027,1027,20131202,10.0,1,1,1,1
1028,1028,20131203,7.0,1,1,1,1
1029,1029,20131203,7.0,1,1,1,1
1030,1030,20131203,10.0,1,1,1,1
1031,1031,20131203,10.0,1,1,1,1
1032,1032,20131204,7.0,1,1,1,1
1033,1033,20131204,1.25,1,1,0,0
1034,1034,20131204,5.0,1,1,1,0
1035,1035,20131204,5.0,1,1,1,0
1036,1036,20131205,0.25,0,0,0,0
1037,1037,20131205,0.5,0,0,0,0
1038,1038,20131205,5.0,1,1,1,0
1039,1039,20131205,7.0,1,1,1,1
1040,1040,20131206,10.0,1,1,1,1
1041,1041,20131206,10.0,1,1,1,1
1042,1042,20131206,10.0,1,1,1,1
1043,1043,20131206,10.0,1,1,1,1
1044,1044,20131207,10.0,1,1,1,1
1045,1045,20131207,10.0,1,1,1,1
1046,1046,20131207,10.0,1,1,1,1
1047,1047,20131207,10.0,1,1,1,1
1048,1048,20131208,10.0,1,1,1,1
1049,1049,20131208,10.0,1,1,1,1
1050,1050,20131208,10.0,1,1,1,1
1051,1051,20131208,10.0,1,1,1,1
1052,1052,20131209,10.0,1,1,1,1
1053,1053,20131209,3.0,1,1,0,0
1054,1054,20131209,4.0,1,1,1,0
1055,1055,20131209,7.0,1,1,1,1
1056,1056,20131210,10.0,1,1,1,1
1057,1057,20131210,10.0,1,1,1,1
1058,1058,20131210,10.0,1,1,1,1
1059,1059,20131210,10.0,1,1,1,1
1060,1060,20131211,10.0,1,1,1,1
1061,1061,20131211,10.0,1,1,1,1
1062,1062,20131211,10.0,1,1,1,1
1063,1063,20131211,10.0,1,1,1,1
1064,1064,20131212,10.0,1,1,1,1
1065,1065,20131212,10.0,1,1,1,1
1066,1066,20131212,10.0,1,1,1,1
1067,1067,20131212,10.0,1,1,1,1
1068,1068,20131213,10.0,1,1,1,1
1069,1069,20131213,10.0,1,1,1,1
1070,1070,20131213,10.0,1,1,1,1
1071,1071,20131213,10.0,1,1,1,1
1072,1072,20131214,10.0,1,1,1,1
1073,1073,20131214,10.0,1,1,1,1
1074,1074,20131214,10.0,1,1,1,1
1075,1075,20131214,10.0,1,1,1,1
1076,1076,20131215,10.0,1,1,1,1
1077,1077,20131215,10.0,1,1,1,1
1078,1078,20131215,10.0,1,1,1,1
1079,1079,20131215,10.0,1,1,1,1
1080,1080,20131216,10.0,1,1,1,1
1081,1081,20131216,0.25,0,0,0,0
1082,1082,20131216,10.0,1,1,1,1
1083,1083,20131216,10.0,1,1,1,1
1084,1084,20131217,10.0,1,1,1,1
1085,1085,20131217,1.75,1,1,0,0
1086,1086,20131217,10.0,1,1,1,1
1087,1087,20131217,10.0,1,1,1,1
1088,1088,20131218,10.0,1,1,1,1
1089,1089,20131218,10.0,1,1,1,1
1090,1090,20131218,10.0,1,1,1,1
1091,1091,20131218,10.0,1,1,1,1
1092,1092,20131219,10.0,1,1,1,1
1093,1093,20131219,10.0,1,1,1,1
1094,1094,20131219,7.0,1,1,1,1
1095,1095,20131219,5.0,1,1,1,0
1096,1096,20131220,4.0,1,1,1,0
1097,1097,20131220,3.0,1,1,0,0
1098,1098,20131220,7.0,1,1,1,1
1099,1099,20131220,2.5,1,1,0,0
1100,1100,20131222,10.0,1,1,1,1
1101,1101,20131222,7.0,1,1,1,1
1102,1102,20131222,10.0,1,1,1,1
1103,1103,20131222,10.0,1,1,1,1
1104,1104,20131223,10.0,1,1,1,1
1105,1105,20131223,10.0,1,1,1,1
1106,1106,20131223,10.0,1,1,1,1
1107,1107,20131223,10.0,1,1,1,1
1108,1108,20131224,10.0,1,1,1,1
1109,1109,20131224,10.0,1,1,1,1
1110,1110,20131224,10.0,1,1,1,1
1111,1111,20131224,10.0,1,1,1,1
1112,1112,20131225,10.0,1,1,1,1
1113,1113,20131225,10.0,1,1,1,1
1114,1114,20131225,10.0,1,1,1,1
1115,1115,20131225,10.0,1,1,1,1
1116,1116,20131228,10.0,1,1,1,1
1117,1117,20131228,10.0,1,1,1,1
1118,1118,20131228,10.0,1,1,1,1
1119,1119,20131228,10.0,1,1,1,1
1120,1120,20131229,7.0,1,1,1,1
1121,1121,20131229,7.0,1,1,1,1
1122,1122,20131229,10.0,1,1,1,1
1123,1123,20131229,10.0,1,1,1,1
1124,1124,20140101,10.0,1,1,1,1
1125,1125,20140101,7.0,1,1,1,1
1126,1126,20140101,10.0,1,1,1,1
1127,1127,20140101,5.0,1,1,1,0
1128,1128,20140102,7.0,1,1,1,1
1129,1129,20140102,10.0,1,1,1,1
1130,1130,20140102,10.0,1,1,1,1
1131,1131,20140102,10.0,1,1,1,1
1132,1132,20140103,10.0,1,1,1,1
1133,1133,20140103,10.0,1,1,1,1
1134,1134,20140103,10.0,1,1,1,1
1135,1135,20140103,10.0,1,1,1,1
1136,1136,20140104,10.0,1,1,1,1
1137,1137,20140104,7.0,1,1,1,1
1138,1138,20140104,10.0,1,1,1,1
1139,1139,20140104,7.0,1,1,1,1
1140,1140,20140107,10.0,1,1,1,1
1141,1141,20140107,10.0,1,1,1,1
1142,1142,20140107,10.0,1,1,1,1
1143,1143,20140107,10.0,1,1,1,1
1144,1144,20140108,10.0,1,1,1,1
1145,1145,20140108,5.0,1,1,1,0
1146,1146,20140108,5.0,1,1,1,0
1147,1147,20140108,5.0,1,1,1,0
1148,1148,20140110,0.5,0,0,0,0
1149,1149,20140110,7.0,1,1,1,1
1150,1150,20140110,5.0,1,1,1,0
1151,1151,20140110,5.0,1,1,1,0
1152,1152,20140111,4.0,1,1,1,0
1153,1153,20140111,7.0,1,1,1,1
1154,1154,20140111,10.0,1,1,1,1
1155,1155,20140111,10.0,1,1,1,1
1156,1156,20140112,10.0,1,1,1,1
1157,1157,20140112,10.0,1,1,1,1
1158,1158,20140112,10.0,1,1,1,1
1159,1159,20140112,7.0,1,1,1,1
1160,1160,20140113,7.0,1,1,1,1
1161,1161,20140113,0.75,0,0,0,0
1162,1162,20140113,10.0,1,1,1,1
1163,1163,20140113,10.0,1,1,1,1
1164,1164,20140114,10.0,1,1,1,1
1165,1165,20140114,10.0,1,1,1,1
1166,1166,20140114,10.0,1,1,1,1
1167,1167,20140114,10.0,1,1,1,1
1168,1168,20140115,10.0,1,1,1,1
1169,1169,20140115,10.0,1,1,1,1
1170,1170,20140115,10.0,1,1,1,1
1171,1171,20140115,10.0,1,1,1,1
1172,1172,20140116,10.0,1,1,1,1
1173,1173,20140116,10.0,1,1,1,1
1174,1174,20140116,10.0,1,1,1,1
1175,1175,20140116,10.0,1,1,1,1
1176,1176,20140117,10.0,1,1,1,1
1177,1177,20140117,10.0,1,1,1,1
1178,1178,20140117,10.0,1,1,1,1
1179,1179,20140117,10.0,1,1,1,1
1180,1180,20140118,7.0,1,1,1,1
1181,1181,20140118,10.0,1,1,1,1
1182,1182,20140118,10.0,1,1,1,1
1183,1183,20140118,10.0,1,1,1,1
1184,1184,20140119,10.0,1,1,1,1
1185,1185,20140119,1.25,1,1,0,0
1186,1186,20140119,10.0,1,1,1,1
1187,1187,20140119,10.0,1,1,1,1
1188,1188,20140120,10.0,1,1,1,1
1189,1189,20140120,5.0,1,1,1,0
1190,1190,20140120,10.0,1,1,1,1
1191,1191,20140120,10.0,1,1,1,1
1192,1192,20140121,10.0,1,1,1,1
1193,1193,20140121,10.0,1,1,1,1
1194,1194,20140121,10.0,1,1,1,1
1195,1195,20140121,10.0,1,1,1,1
1196,1196,20140122,10.0,1,1,1,1
1197,1197,20140122,10.0,1,1,1,1
1198,1198,20140122,10.0,1,1,1,1
1199,1199,20140122,10.0,1,1,1,1
1200,1200,20140123,10.0,1,1,1,1
1201,1201,20140123,7.0,1,1,1,1
1202,1202,20140123,10.0,1,1,1,1
1203,1203,20140123,10.0,1,1,1,1
1204,1204,20140124,10.0,1,1,1,1
1205,1205,20140124,4.0,1,1,1,0
1206,1206,20140124,10.0,1,1,1,1
1207,1207,20140124,10.0,1,1,1,1
1208,1208,20140125,10.0,1,1,1,1
1209,1209,20140125,10.0,1,1,1,1
1210,1210,20140125,10.0,1,1,1,1
1211,1211,20140125,10.0,1,1,1,1
1212,1212,20140126,10.0,1,1,1,1
1213,1213,20140126,10.0,1,1,1,1
1214,1214,20140126,10.0,1,1,1,1
1215,1215,20140126,10.0,1,1,1,1
1216,1216,20140127,7.0,1,1,1,1
1217,1217,20140127,0.25,0,0,0,0
1218,1218,20140127,10.0,1,1,1,1
1219,1219,20140127,10.0,1,1,1,1
1220,1220,20140128,10.0,1,1,1,1
1221,1221,20140128,10.0,1,1,1,1
1222,1222,20140128,10.0,1,1,1,1
1223,1223,20140128,10.0,1,1,1,1
1224,1224,20140129,10.0,1,1,1,1
1225,1225,20140129,10.0,1,1,1,1
1226,1226,20140129,10.0,1,1,1,1
1227,1227,20140129,10.0,1,1,1,1
1228,1228,20140130,10.0,1,1,1,1
1229,1229,20140130,10.0,1,1,1,1
1230,1230,20140130,10.0,1,1,1,1
1231,1231,20140130,10.0,1,1,1,1
1232,1232,20140131,5.0,1,1,1,0
1233,1233,20140131,4.0,1,1,1,0
1234,1234,20140131,10.0,1,1,1,1
1235,1235,20140131,7.0,1,1,1,1
1236,1236,20140201,7.0,1,1,1,1
1237,1237,20140201,5.0,1,1,1,0
1238,1238,20140201,7.0,1,1,1,1
1239,1239,20140201,5.0,1,1,1,0
1240,1240,20140203,10.0,1,1,1,1
1241,1241,20140203,10.0,1,1,1,1
1242,1242,20140203,10.0,1,1,1,1
1243,1243,20140203,1.75,1,1,0,0
1244,1244,20140205,10.0,1,1,1,1
1245,1245,20140205,10.0,1,1,1,1
1246,1246,20140205,10.0,1,1,1,1
1247,1247,20140205,10.0,1,1,1,1
1248,1248,20140206,10.0,1,1,1,1
1249,1249,20140206,10.0,1,1,1,1
1250,1250,20140206,10.0,1,1,1,1
1251,1251,20140206,10.0,1,1,1,1
1252,1252,20140207,10.0,1,1,1,1
1253,1253,20140207,10.0,1,1,1,1
1254,1254,20140207,7.0,1,1,1,1
1255,1255,20140207,2.5,1,1,0,0
1256,1256,20140208,10.0,1,1,1,1
1257,1257,20140208,2.0,1,1,0,0
1258,1258,20140208,7.0,1,1,1,1
1259,1259,20140208,10.0,1,1,1,1
1260,1260,20140209,2.5,1,1,0,0
1261,1261,20140209,0.5,0,0,0,0
1262,1262,20140209,10.0,1,1,1,1
1263,1263,20140209,0.25,0,0,0,0
1264,1264,20140210,0.75,0,0,0,0
1265,1265,20140210,0.75,0,0,0,0
1266,1266,20140210,7.0,1,1,1,1
1267,1267,20140210,5.0,1,1,1,0
1268,1268,20140211,10.0,1,1,1,1
1269,1269,20140211,7.0,1,1,1,1
1270,1270,20140211,4.0,1,1,1,0
1271,1271,20140211,10.0,1,1,1,1
1272,1272,20140212,10.0,1,1,1,1
1273,1273,20140212,10.0,1,1,1,1
1274,1274,20140212,10.0,1,1,1,1
1275,1275,20140212,10.0,1,1,1,1
1276,1276,20140213,10.0,1,1,1,1
1277,1277,20140213,10.0,1,1,1,1
1278,1278,20140213,10.0,1,1,1,1
1279,1279,20140213,10.0,1,1,1,1
1280,1280,20140214,10.0,1,1,1,1
1281,1281,20140214,10.0,1,1,1,1
1282,1282,20140214,10.0,1,1,1,1
1283,1283,20140214,10.0,1,1,1,1
1284,1284,20140215,10.0,1,1,1,1
1285,1285,20140215,10.0,1,1,1,1
1286,1286,20140215,10.0,1,1,1,1
1287,1287,20140215,10.0,1,1,1,1
1288,1288,20140216,1.5,1,1,0,0
1289,1289,20140216,5.0,1,1,1,0
1290,1290,20140216,10.0,1,1,1,1
1291,1291,20140216,7.0,1,1,1,1
1292,1292,20140217,3.0,1,1,0,0
1293,1293,20140217,5.0,1,1,1,0
1294,1294,20140217,7.0,1,1,1,1
1295,1295,20140217,2.0,1,1,0,0
1296,1296,20140218,0.5,0,0,0,0
1297,1297,20140218,0.5,0,0,0,0
1298,1298,20140218,1.75,1,1,0,0
1299,1299,20140218,10.0,1,1,1,1
1300,1300,20140219,5.0,1,1,1,0
1301,1301,20140219,0.5,0,0,0,0
1302,1302,20140219,3.0,1,1,0,0
1303,1303,20140219,10.0,1,1,1,1
1304,1304,20140220,2.0,1,1,0,0
1305,1305,20140220,1.5,1,1,0,0
1306,1306,20140220,5.0,1,1,1,0
1307,1307,20140220,5.0,1,1,1,0
1308,1308,20140221,10.0,1,1,1,1
1309,1309,20140221,10.0,1,1,1,1
1310,1310,20140221,10.0,1,1,1,1
1311,1311,20140221,10.0,1,1,1,1
1312,1312,20140222,7.0,1,1,1,1
1313,1313,20140222,7.0,1,1,1,1
1314,1314,20140222,10.0,1,1,1,1
1315,1315,20140222,10.0,1,1,1,1
1316,1316,20140223,0.5,0,0,0,0
1317,1317,20140223,0.5,0,0,0,0
1318,1318,20140223,10.0,1,1,1,1
1319,1319,20140223,1.0,0,0,0,0
1320,1320,20140224,0.25,0,0,0,0
1321,1321,20140224,3.0,1,1,0,0
1322,1322,20140224,7.0,1,1,1,1
1323,1323,20140224,3.0,1,1,0,0
1324,1324,20140225,0.25,0,0,0,0
1325,1325,20140225,1.0,0,0,0,0
1326,1326,20140225,5.0,1,1,1,0
1327,1327,20140225,0.5,0,0,0,0
1328,1328,20140226,0.5,0,0,0,0
1329,1329,20140226,10.0,1,1,1,1
1330,1330,20140226,10.0,1,1,1,1
1331,1331,20140226,7.0,1,1,1,1
1332,1332,20140227,10.0,1,1,1,1
1333,1333,20140227,10.0,1,1,1,1
1334,1334,20140227,10.0,1,1,1,1
1335,1335,20140227,10.0,1,1,1,1
1336,1336,20140228,10.0,1,1,1,1
1337,1337,20140228,10.0,1,1,1,1
1338,1338,20140228,10.0,1,1,1,1
1339,1339,20140228,7.0,1,1,1,1
1340,1340,20140301,7.0,1,1,1,1
1341,1341,20140301,1.0,0,0,0,0
1342,1342,20140301,10.0,1,1,1,1
1343,1343,20140301,5.0,1,1,1,0
1344,1344,20140302,5.0,1,1,1,0
1345,1345,20140302,1.75,1,1,0,0
1346,1346,20140302,7.0,1,1,1,1
1347,1347,20140302,5.0,1,1,1,0
1348,1348,20140303,7.0,1,1,1,1
1349,1349,20140303,10.0,1,1,1,1
1350,1350,20140303,10.0,1,1,1,1
1351,1351,20140303,10.0,1,1,1,1
